ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp.x,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgWT,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_94396,chr10,13588694,-58,1,NM_025446,Aig1,13588636,13372515,-,-216179,NM_025446,Aig1,13588636,13372515,-,Y,N,N,N,135,CpG_Start,CpG: 58,chr10,13588559,13588961,72,1.12,0,0,0,0,0,0,0.1,0.26,0,0,0,0,0,0.06,0.06,0.195066359,0.709817622,0,0
SmaI_mm9_94397,chr10,13588961,-325,1,NM_025446,Aig1,13588636,13372515,-,-216446,NM_025446,Aig1,13588636,13372515,-,Y,N,N,N,0,CpG_End,CpG: 58,chr10,13588559,13588961,72,1.12,0.23,0,0,0,0,0,0.09,0.17,0,0.2,0,0,0.038333333,0.076666667,0.038333334,0.489945661,0.309852084,0,0
SmaI_mm9_94404,chr10,13684458,-1727,0,NM_010437,Hivep2,13686185,13871184,+,-186726,NM_010437,Hivep2,13686185,13871184,+,Y,N,N,N,86,CpG_Start,CpG: 235,chr10,13684372,13687422,59.8,0.87,0,0,0,0,0,0.36,0,0,0,0,0,0,0.06,0,-0.06,0.340893132,0.467381748,0,0
SmaI_mm9_94406,chr10,13684718,-1467,0,NM_010437,Hivep2,13686185,13871184,+,-186466,NM_010437,Hivep2,13686185,13871184,+,Y,N,N,N,346,CpG_Start,CpG: 235,chr10,13684372,13687422,59.8,0.87,0,0,0,0.16,0,0,0.09,0.23,0.19,0.09,0,0.16,0.026666667,0.126666667,0.1,0.04296914,1.366843338,0,0
SmaI_mm9_94407,chr10,13684987,-1198,0,NM_010437,Hivep2,13686185,13871184,+,-186197,NM_010437,Hivep2,13686185,13871184,+,Y,N,N,N,615,CpG_Start,CpG: 235,chr10,13684372,13687422,59.8,0.87,0,0.27,0,0.31,0,0,0.51,0.35,0.87,0.71,0.48,0.55,0.096666667,0.578333333,0.481666666,0.000567852,3.24576484,0,0
SmaI_mm9_94438,chr10,14264390,452,1,NM_001002268,Gpr126,14264842,14122391,-,110749,NM_025418,Vta1,14425295,14375139,-,N,N,N,N,-382,CpG_Start,CpG: 70,chr10,14264772,14265445,66.9,0.93,23.72,29.29,32.42,21.09,NA,27.63,35.38,38.34,33.74,32.91,34.14,39.23,26.83,35.62333333,8.79333333,0.002765588,2.558212518,1,1
SmaI_mm9_94439,chr10,14264591,251,1,NM_001002268,Gpr126,14264842,14122391,-,110548,NM_025418,Vta1,14425295,14375139,-,N,N,N,N,-181,CpG_Start,CpG: 70,chr10,14264772,14265445,66.9,0.93,4.63,3.12,3.86,3.79,3.64,5.9,3.28,3.2,4.87,6.09,4.08,3.54,4.156666667,4.176666667,0.02,0.974465093,0.011233713,1,1
SmaI_mm9_94440,chr10,14264928,-86,1,NM_001002268,Gpr126,14264842,14122391,-,110211,NM_025418,Vta1,14425295,14375139,-,Y,N,N,N,156,CpG_Start,CpG: 70,chr10,14264772,14265445,66.9,0.93,0,0.25,0.68,0,0.84,0.44,0.93,1.07,3.57,3.42,1.65,3.7,0.368333333,2.39,2.021666667,0.004458713,2.350790482,0,0
SmaI_mm9_94442,chr10,14265182,-340,1,NM_001002268,Gpr126,14264842,14122391,-,109957,NM_025418,Vta1,14425295,14375139,-,Y,N,N,N,-263,CpG_End,CpG: 70,chr10,14264772,14265445,66.9,0.93,0.14,0.24,0.18,0,0.18,0.21,1.14,0.95,0.69,0.65,0.81,1.5,0.158333333,0.956666667,0.798333334,0.000153195,3.814755409,0,0
SmaI_mm9_94443,chr10,14265482,-640,1,NM_001002268,Gpr126,14264842,14122391,-,109657,NM_025418,Vta1,14425295,14375139,-,N,N,N,N,37,CpG_End,CpG: 70,chr10,14264772,14265445,66.9,0.93,0.94,0.63,0.72,1.19,0.53,0.89,1.71,1.36,1.65,1.13,1.76,1.5,0.816666667,1.518333333,0.701666666,0.000486128,3.313249364,1,0
SmaI_mm9_94587,chr10,17667056,817,0,NM_001033432,Heca,17667873,17620272,-,-46784,NM_001033432,Heca,17667873,17620272,-,Y,N,N,N,23,CpG_Start,CpG: 118,chr10,17667033,17668086,60.6,1.22,0,0,0,0,0,0.07,0.66,0.32,0.29,0.41,0.33,0.19,0.011666667,0.366666667,0.355,0.000328542,3.483409103,0,1
SmaI_mm9_94588,chr10,17667389,484,1,NM_001033432,Heca,17667873,17620272,-,-47117,NM_001033432,Heca,17667873,17620272,-,Y,N,N,N,356,CpG_Start,CpG: 118,chr10,17667033,17668086,60.6,1.22,0,0,0,0,0,0,0.1,0.16,0,0.11,0.08,0.09,0,0.09,0.09,0.001752054,2.756452513,0,1
SmaI_mm9_94603,chr10,17775277,-469,1,NM_001111065,Reps1,17775746,17844961,+,-44210,NM_028440,3110003A17Rik,17743058,17731067,-,Y,N,N,N,237,CpG_Start,CpG: 116,chr10,17775040,17776091,63.2,1.11,0.18,0,0,0,0,0,0,0,0,0,0,0.3,0.03,0.05,0.02,0.738701726,0.131530886,0,0
SmaI_mm9_94604,chr10,17775640,-106,1,NM_001111065,Reps1,17775746,17844961,+,-44573,NM_028440,3110003A17Rik,17743058,17731067,-,Y,N,N,N,-451,CpG_End,CpG: 116,chr10,17775040,17776091,63.2,1.11,0,0.17,0,0,0,0.18,0.34,0,0,0,0.29,0,0.058333333,0.105,0.046666667,0.554195738,0.256336818,0,0
SmaI_mm9_94606,chr10,17775725,-21,1,NM_001111065,Reps1,17775746,17844961,+,-44658,NM_028440,3110003A17Rik,17743058,17731067,-,Y,GC_rich,Low_complexity,Low_complexity,-366,CpG_End,CpG: 116,chr10,17775040,17776091,63.2,1.11,0,0,0,0,NA,0,0,0.17,0.22,0,0,0,0,0.065,0.065,0.191326119,0.718225738,0,0
SmaI_mm9_94607,chr10,17775953,207,1,NM_001111065,Reps1,17775746,17844961,+,-44886,NM_028440,3110003A17Rik,17743058,17731067,-,Y,GC_rich,Low_complexity,Low_complexity,-138,CpG_End,CpG: 116,chr10,17775040,17776091,63.2,1.11,1.83,0.44,0,1.27,NA,0,0.2,0.55,0,0,0.22,0.2,0.708,0.195,-0.513,0.166579359,0.778378813,0,1
SmaI_mm9_94609,chr10,17776122,376,1,NM_001111065,Reps1,17775746,17844961,+,-45055,NM_028440,3110003A17Rik,17743058,17731067,-,N,N,N,N,31,CpG_End,CpG: 116,chr10,17775040,17776091,63.2,1.11,0,0.27,0.18,0.39,0,0.13,0.95,1.48,1.47,0.17,0.74,0.76,0.161666667,0.928333333,0.766666666,0.004783924,2.320215728,1,1
SmaI_mm9_94610,chr10,17776494,748,0,NM_001111065,Reps1,17775746,17844961,+,-45427,NM_028440,3110003A17Rik,17743058,17731067,-,N,N,N,N,403,CpG_End,CpG: 116,chr10,17775040,17776091,63.2,1.11,0.58,0.31,0.4,0.21,0,0.42,1.71,1.68,1.35,1.87,1.32,0.54,0.32,1.411666667,1.091666667,0.00042394,3.372695605,1,1
SmaI_mm9_94630,chr10,18038248,-83461,0,NM_144820,Ccdc28a,17954787,17933491,-,-104757,NM_144820,Ccdc28a,17954787,17933491,-,Y,GC_rich,Low_complexity,Low_complexity,169,CpG_Start,CpG: 116,chr10,18038079,18039212,63.2,1.03,0,0,0,0,0,0,0.44,0.36,0.45,0,0,0.36,0,0.268333333,0.268333333,0.011054381,1.956465571,0,0
SmaI_mm9_94631,chr10,18038549,-83762,0,NM_144820,Ccdc28a,17954787,17933491,-,-105058,NM_144820,Ccdc28a,17954787,17933491,-,Y,GC_rich,Low_complexity,Low_complexity,470,CpG_Start,CpG: 116,chr10,18038079,18039212,63.2,1.03,0.2,0,0,0.23,0,0.23,0.85,0.36,0.9,0.43,0.41,2.93,0.11,0.98,0.87,0.057033354,1.243871088,0,0
SmaI_mm9_94633,chr10,18038735,-83948,0,NM_144820,Ccdc28a,17954787,17933491,-,-105244,NM_144820,Ccdc28a,17954787,17933491,-,Y,N,N,N,-477,CpG_End,CpG: 116,chr10,18038079,18039212,63.2,1.03,0,0,0,0.37,0,0.76,0.88,0.66,0,0,0.39,1.37,0.188333333,0.55,0.361666667,0.183908647,0.735397851,0,0
SmaI_mm9_94634,chr10,18039102,-84315,0,NM_144820,Ccdc28a,17954787,17933491,-,-105611,NM_144820,Ccdc28a,17954787,17933491,-,Y,N,N,N,-110,CpG_End,CpG: 116,chr10,18038079,18039212,63.2,1.03,0.87,0.4,0,0.38,0,0,1.71,0,0,0,1.12,1.27,0.275,0.683333333,0.408333333,0.265612249,0.575751901,0,0
SmaI_mm9_9465,chr1,169978901,359212,0,NM_033652,Lmx1a,169619689,169778864,+,70594,NM_008783,Pbx1,170362389,170049495,-,N,N,N,N,118772,CpG_End,CpG: 21,chr1,169859921,169860129,64.6,0.97,75.49,70.5,77.72,77.58,80.83,72.36,63.71,74.42,67.64,72.39,65.35,64.33,75.74666667,67.97333333,-7.77333334,0.00872709,2.059130545,0,0
SmaI_mm9_9466,chr1,169979212,359523,0,NM_033652,Lmx1a,169619689,169778864,+,70283,NM_008783,Pbx1,170362389,170049495,-,N,B4A,SINE,B4,119083,CpG_End,CpG: 21,chr1,169859921,169860129,64.6,0.97,66.44,68.16,76.52,73.26,83.28,71.49,72.36,83.75,75.77,77.23,76.36,74.82,73.19166667,76.715,3.52333333,0.258970037,0.586750481,0,0
SmaI_mm9_9470,chr1,170057662,304727,0,NM_183355,Pbx1,170362389,170084000,-,-8167,NM_008783,Pbx1,170362389,170049495,-,N,N,N,N,197533,CpG_End,CpG: 21,chr1,169859921,169860129,64.6,0.97,91.75,93.55,93.77,94.73,91.83,90.96,91.89,90.89,92.38,93.78,92.25,91.98,92.765,92.195,-0.57,0.439548937,0.356992766,0,0
SmaI_mm9_9471,chr1,170058073,304316,0,NM_183355,Pbx1,170362389,170084000,-,-8578,NM_008783,Pbx1,170362389,170049495,-,N,N,N,N,197944,CpG_End,CpG: 21,chr1,169859921,169860129,64.6,0.97,84.5,84.43,89.08,88.02,85.26,83.49,81.98,86.78,86.41,76.87,85.53,91.26,85.79666667,84.805,-0.99166667,0.66101574,0.179788199,0,0
SmaI_mm9_94719,chr10,19654243,-89,1,NM_008580,Map3k5,19654332,19862556,+,-74347,NM_001161825,Pex7,19627480,19579896,-,Y,GC_rich,Low_complexity,Low_complexity,-673,CpG_End,CpG: 167,chr10,19653420,19654916,66.7,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_94720,chr10,19654649,317,1,NM_008580,Map3k5,19654332,19862556,+,-74753,NM_001161825,Pex7,19627480,19579896,-,Y,N,N,N,-267,CpG_End,CpG: 167,chr10,19653420,19654916,66.7,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_94735,chr10,19868744,18,1,NM_008635,Mtap7,19868726,20001396,+,6188,NM_008580,Map3k5,19654332,19862556,+,Y,GC_rich,Low_complexity,Low_complexity,-411,CpG_End,CpG: 106,chr10,19868240,19869155,59.4,1.33,0.26,0,0,0,0,0,0,0,0,0,0,0,0.043333333,0,-0.043333333,0.340893132,0.467381748,0,1
SmaI_mm9_94736,chr10,19869155,429,1,NM_008635,Mtap7,19868726,20001396,+,6599,NM_008580,Map3k5,19654332,19862556,+,Y,N,N,N,0,CpG_End,CpG: 106,chr10,19868240,19869155,59.4,1.33,0,0,0.42,0,0,0,0,0,0,0.86,0.86,0,0.07,0.286666667,0.216666667,0.290994674,0.53611496,0,1
SmaI_mm9_94755,chr10,20109450,41825,0,NM_027930,Fam54a,20067625,20081475,+,8360,NM_013875,Pde7b,20444874,20117810,-,N,L1Md_F2,LINE,L1,41606,CpG_End,CpG: 50,chr10,20067478,20067844,67.8,1.21,95.16,96.07,95.54,97.06,96.82,96.53,81.53,83.49,83.47,86.03,72.97,77.52,96.19666667,80.835,-15.36166667,1.51E-05,4.821440291,0,0
SmaI_mm9_94779,chr10,20671884,-507,1,NM_026203,Ahi1,20672391,20800235,+,-128351,NM_026203,Ahi1,20672391,20800235,+,N,N,N,N,-339,CpG_Start,CpG: 69,chr10,20672223,20672764,74.4,0.92,11.07,7.56,11.13,8.93,6.04,8.18,9.03,10.45,4.2,10.58,8.27,7.56,8.818333333,8.348333333,-0.47,0.717503373,0.144176053,1,0
SmaI_mm9_94780,chr10,20672224,-167,1,NM_026203,Ahi1,20672391,20800235,+,-128011,NM_026203,Ahi1,20672391,20800235,+,Y,N,N,N,1,CpG_Start,CpG: 69,chr10,20672223,20672764,74.4,0.92,0,0.13,0,0,0,0,1.25,1.68,0.53,0.19,0.46,0.45,0.021666667,0.76,0.738333333,0.010608295,1.974354412,0,0
SmaI_mm9_94781,chr10,20672611,220,1,NM_026203,Ahi1,20672391,20800235,+,-127624,NM_026203,Ahi1,20672391,20800235,+,Y,N,N,N,-153,CpG_End,CpG: 69,chr10,20672223,20672764,74.4,0.92,0,0,0,0,0,0,0.52,0.42,0,0,0,0,0,0.156666667,0.156666667,0.147978222,0.829802195,0,1
SmaI_mm9_94787,chr10,20740724,68333,0,NM_026203,Ahi1,20672391,20800235,+,-59511,NM_026203,Ahi1,20672391,20800235,+,N,N,N,N,67960,CpG_End,CpG: 69,chr10,20672223,20672764,74.4,0.92,63.02,71.42,69.79,73.95,78.62,72.39,88.91,83.79,82.32,79.99,88.51,83.68,71.53166667,84.53333333,13.00166666,0.000456445,3.340611546,0,1
SmaI_mm9_94788,chr10,20741101,68710,0,NM_026203,Ahi1,20672391,20800235,+,-59134,NM_026203,Ahi1,20672391,20800235,+,N,N,N,N,68337,CpG_End,CpG: 69,chr10,20672223,20672764,74.4,0.92,80.75,83.73,85.48,86.83,89.03,86.23,89.8,87.53,86.78,87.58,87.76,85.84,85.34166667,87.54833333,2.20666666,0.114718973,0.94036475,0,1
SmaI_mm9_9479,chr1,170146466,215923,0,NM_183355,Pbx1,170362389,170084000,-,-62466,NM_183355,Pbx1,170362389,170084000,-,N,N,N,N,286337,CpG_End,CpG: 21,chr1,169859921,169860129,64.6,0.97,56.08,46.64,52.19,65.41,NA,55.89,65.95,59.29,60.11,56.2,66.48,71.36,55.242,63.23166667,7.98966667,0.062394167,1.204856009,0,1
SmaI_mm9_94798,chr10,20880558,232,1,NM_010848,Myb,20880790,20844736,-,-35822,NM_010848,Myb,20880790,20844736,-,Y,N,N,N,-564,CpG_End,CpG: 164,chr10,20878783,20881122,57.4,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_94799,chr10,20880956,-166,1,NM_010848,Myb,20880790,20844736,-,-36220,NM_010848,Myb,20880790,20844736,-,Y,GC_rich,Low_complexity,Low_complexity,-166,CpG_End,CpG: 164,chr10,20878783,20881122,57.4,0.87,0,0,0,0,0,0,0.13,0.41,0.07,0.51,0.4,0.27,0,0.298333333,0.298333333,0.001730426,2.761846968,0,0
SmaI_mm9_9480,chr1,170146707,215682,0,NM_183355,Pbx1,170362389,170084000,-,-62707,NM_183355,Pbx1,170362389,170084000,-,N,N,N,N,286578,CpG_End,CpG: 21,chr1,169859921,169860129,64.6,0.97,54.04,45.46,43.28,54.11,NA,51.41,70.47,62.45,66.73,53.37,62.81,70.85,49.66,64.44666667,14.78666667,0.002500055,2.602050437,0,1
SmaI_mm9_94800,chr10,20881207,-417,1,NM_010848,Myb,20880790,20844736,-,-36471,NM_010848,Myb,20880790,20844736,-,N,N,N,N,85,CpG_End,CpG: 164,chr10,20878783,20881122,57.4,0.87,0.18,0,0,0.15,0,0.13,0.41,0.52,0.2,0.44,0.17,0.25,0.076666667,0.331666667,0.255,0.003893687,2.409638963,1,0
SmaI_mm9_94806,chr10,21015742,-43,1,NM_019702,Hbs1l,21015785,21088695,+,-15262,NM_001145209,Hbs1l,21015785,21031004,+,Y,N,N,N,21,CpG_Start,CpG: 77,chr10,21015721,21016453,63.4,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_94807,chr10,21016149,364,1,NM_019702,Hbs1l,21015785,21088695,+,-14855,NM_001145209,Hbs1l,21015785,21031004,+,Y,N,N,N,-304,CpG_End,CpG: 77,chr10,21015721,21016453,63.4,1.05,0,0,0,0.26,0,0,0.45,0.63,1.36,0.91,0.91,0.79,0.043333333,0.841666667,0.798333334,0.000136236,3.865708116,0,1
SmaI_mm9_94859,chr10,21778610,9275,0,NM_053264,4930444G20Rik,21787885,21786113,-,7503,NM_053264,4930444G20Rik,21787885,21786113,-,Y,N,N,N,-25,CpG_End,CpG: 33,chr10,21778172,21778635,65.5,0.68,0,0,0,0,0,0,0,0,0.32,0.16,0.11,0,0,0.098333333,0.098333333,0.089538987,1.047987823,0,0
SmaI_mm9_94919,chr10,22411188,40065,0,NM_011603,Tbpl1,22451253,22423685,-,12497,NM_011603,Tbpl1,22451253,22423685,-,N,N,N,N,-39285,CpG_Start,CpG: 142,chr10,22450473,22451831,68.2,0.9,87.43,86.5,90.37,86.42,88.42,88.29,63.49,69.91,69.88,74.93,55.56,57.28,87.905,65.175,-22.73,3.33E-05,4.47755055,0,0
SmaI_mm9_94920,chr10,22411459,39794,0,NM_011603,Tbpl1,22451253,22423685,-,12226,NM_011603,Tbpl1,22451253,22423685,-,N,MIRb,SINE,MIR,-39014,CpG_Start,CpG: 142,chr10,22450473,22451831,68.2,0.9,76.14,72.14,78.74,71.96,71.71,75.71,30.86,45.18,48.63,55.57,26.25,26.41,74.4,38.81666667,-35.58333333,5.06E-05,4.295633248,0,0
SmaI_mm9_94921,chr10,22411757,39496,0,NM_011603,Tbpl1,22451253,22423685,-,11928,NM_011603,Tbpl1,22451253,22423685,-,N,N,N,N,-38716,CpG_Start,CpG: 142,chr10,22450473,22451831,68.2,0.9,92.67,91.31,94.49,94.45,94.72,94.79,89.25,91.99,92.42,93.37,90.37,91.39,93.73833333,91.465,-2.27333333,0.02192353,1.659089517,0,0
SmaI_mm9_95010,chr10,23943472,149,1,NM_021509,Moxd1,23943323,24022589,+,34707,NM_016797,Stx7,23869123,23908765,+,Y,N,N,N,79,CpG_Start,CpG: 41,chr10,23943393,23943773,70.6,0.87,0.68,0.69,0.88,1.61,0.56,0.44,1.71,2.7,1.55,0.36,1.95,2.43,0.81,1.783333333,0.973333333,0.027100826,1.567017472,0,1
SmaI_mm9_95011,chr10,23943872,549,0,NM_021509,Moxd1,23943323,24022589,+,35107,NM_016797,Stx7,23869123,23908765,+,N,N,N,N,99,CpG_End,CpG: 41,chr10,23943393,23943773,70.6,0.87,8.97,7.43,10.57,14.84,7.96,8.55,12.04,14.37,15.75,13.88,16.97,14.64,9.72,14.60833333,4.88833333,0.00385227,2.414283281,1,1
SmaI_mm9_95018,chr10,24037606,94283,0,NM_021509,Moxd1,23943323,24022589,+,15017,NM_021509,Moxd1,23943323,24022589,+,N,N,N,N,93833,CpG_End,CpG: 41,chr10,23943393,23943773,70.6,0.87,38.36,45.35,41.56,59.09,54.9,46.53,55.61,48.97,38.96,33.35,51.47,58,47.63166667,47.72666667,0.095,0.985503431,0.006341859,0,0
SmaI_mm9_95019,chr10,24037930,94607,0,NM_021509,Moxd1,23943323,24022589,+,15341,NM_021509,Moxd1,23943323,24022589,+,N,N,N,N,94157,CpG_End,CpG: 41,chr10,23943393,23943773,70.6,0.87,61.46,75.54,73.18,77.81,78.3,73.08,84.97,78.7,69.81,64.8,84.6,86.4,73.22833333,78.21333333,4.985,0.289081731,0.538979353,0,0
SmaI_mm9_95028,chr10,24315271,23,1,NM_010217,Ctgf,24315248,24318488,+,-3217,NM_010217,Ctgf,24315248,24318488,+,Y,N,N,N,13,CpG_Start,CpG: 57,chr10,24315258,24315892,67.7,0.81,0,0.19,0,0.41,0,0,1.39,1.05,0.43,1.29,1.11,0.63,0.1,0.983333333,0.883333333,0.000383184,3.416592633,0,1
SmaI_mm9_95029,chr10,24315593,345,1,NM_010217,Ctgf,24315248,24318488,+,-2895,NM_010217,Ctgf,24315248,24318488,+,Y,N,N,N,-299,CpG_End,CpG: 57,chr10,24315258,24315892,67.7,0.81,0,0,0,0.21,0,0,0.72,0.36,0.22,0.22,0.47,1.07,0.035,0.51,0.475,0.006811365,2.166765847,0,1
SmaI_mm9_95036,chr10,24431160,748,0,NM_008813,Enpp1,24431908,24361217,-,62460,NM_134005,Enpp3,24556001,24493620,-,N,N,N,N,-352,CpG_Start,CpG: 73,chr10,24431512,24432235,65.5,0.95,0.47,0.44,0.27,0.88,0,0.88,2.01,0,1.53,0.99,1.58,1.36,0.49,1.245,0.755,0.03818583,1.418097765,1,1
SmaI_mm9_95037,chr10,24431581,327,1,NM_008813,Enpp1,24431908,24361217,-,62039,NM_134005,Enpp3,24556001,24493620,-,Y,N,N,N,69,CpG_Start,CpG: 73,chr10,24431512,24432235,65.5,0.95,0.12,0,0,0.44,0,0,0,0.34,0.57,0.2,0.31,0.19,0.093333333,0.268333333,0.175,0.129425376,0.887980565,0,1
SmaI_mm9_95038,chr10,24431926,-18,1,NM_008813,Enpp1,24431908,24361217,-,61694,NM_134005,Enpp3,24556001,24493620,-,Y,N,N,N,-309,CpG_End,CpG: 73,chr10,24431512,24432235,65.5,0.95,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.05,0.05,0.340893132,0.467381748,0,0
SmaI_mm9_95041,chr10,24462731,-30823,0,NM_008813,Enpp1,24431908,24361217,-,30889,NM_134005,Enpp3,24556001,24493620,-,N,N,N,N,30496,CpG_End,CpG: 73,chr10,24431512,24432235,65.5,0.95,91.28,88.08,91.18,92.32,89.57,86.46,89.17,90.83,90.75,88.51,83.2,87.21,89.815,88.27833333,-1.53666667,0.321120717,0.493331675,0,0
SmaI_mm9_95042,chr10,24463069,-31161,0,NM_008813,Enpp1,24431908,24361217,-,30551,NM_134005,Enpp3,24556001,24493620,-,N,(G)n,Simple_repeat,Simple_repeat,30834,CpG_End,CpG: 73,chr10,24431512,24432235,65.5,0.95,32.53,26.65,36.49,34.08,33.15,27,40.23,41.3,34.96,35.34,35.17,43.08,31.65,38.34666667,6.69666667,0.012169883,1.914713597,0,0
SmaI_mm9_95050,chr10,24589658,-134,1,NM_001166416,Med23,24589792,24633335,+,-43677,NM_001166416,Med23,24589792,24633335,+,Y,N,N,N,1,CpG_Start,CpG: 40,chr10,24589657,24590194,62.3,0.77,0,0,0,0,0,0.33,0.36,0.17,0.31,0.22,0.5,0.47,0.055,0.338333333,0.283333333,0.004246147,2.372004975,0,0
SmaI_mm9_95051,chr10,24589889,97,1,NM_001166416,Med23,24589792,24633335,+,-43446,NM_001166416,Med23,24589792,24633335,+,Y,N,N,N,232,CpG_Start,CpG: 40,chr10,24589657,24590194,62.3,0.77,0,0,0,0,0,0,0.28,0,0.21,0.11,0.3,0.29,0,0.198333333,0.198333333,0.002401881,2.619448513,0,1
SmaI_mm9_95052,chr10,24589897,105,1,NM_001166416,Med23,24589792,24633335,+,-43438,NM_001166416,Med23,24589792,24633335,+,Y,N,N,N,240,CpG_Start,CpG: 40,chr10,24589657,24590194,62.3,0.77,0,0,0,0,0,0,0.3,0.16,0,0.16,0,0.16,0,0.13,0.13,0.019307873,1.714265566,0,1
SmaI_mm9_95053,chr10,24590179,387,1,NM_001166416,Med23,24589792,24633335,+,-43156,NM_001166416,Med23,24589792,24633335,+,Y,N,N,N,-15,CpG_End,CpG: 40,chr10,24589657,24590194,62.3,0.77,0,0,0,0,0.41,0,0.6,0.44,0.96,0.78,0.28,0.32,0.068333333,0.563333333,0.495,0.003304483,2.480896478,0,1
SmaI_mm9_95078,chr10,25079755,-48423,0,NM_013511,Epb4.1l2,25128178,25243320,+,-163565,NM_013511,Epb4.1l2,25128178,25243320,+,Y,N,N,N,364,CpG_Start,CpG: 120,chr10,25079391,25080402,71.2,0.94,0,0,0,0,0,0,0.36,0,0.24,0.21,0.49,0.19,0,0.248333333,0.248333333,0.004328916,2.363620841,0,0
SmaI_mm9_95133,chr10,26095078,-87,1,NM_172787,L3mbtl3,26094991,25995258,-,-99820,NM_172787,L3mbtl3,26094991,25995258,-,Y,N,N,N,-255,CpG_End,CpG: 177,chr10,26093498,26095333,53.2,1.38,0.56,0,0,0,0,0,0,0,0,0,0,0,0.093333333,0,-0.093333333,0.340893132,0.467381748,0,0
SmaI_mm9_95134,chr10,26095495,-504,1,NM_172787,L3mbtl3,26094991,25995258,-,-100237,NM_172787,L3mbtl3,26094991,25995258,-,N,N,N,N,162,CpG_End,CpG: 177,chr10,26093498,26095333,53.2,1.38,0,0,0.65,0,0,0,0,0.68,0,0,0.62,0,0.108333333,0.216666667,0.108333334,0.549399506,0.260111735,1,0
SmaI_mm9_95323,chr10,29255546,127,1,NM_028351,Rspo3,29255673,29172915,-,-82631,NM_028351,Rspo3,29255673,29172915,-,Y,N,N,N,-110,CpG_End,CpG: 31,chr10,29255298,29255656,67.7,0.78,0.57,0.35,1.43,1.31,0.27,0.86,3.11,1.67,1.36,3.49,1.99,1.76,0.798333333,2.23,1.431666667,0.005360237,2.270816008,0,1
SmaI_mm9_95324,chr10,29255860,-187,1,NM_028351,Rspo3,29255673,29172915,-,-82945,NM_028351,Rspo3,29255673,29172915,-,N,N,N,N,204,CpG_End,CpG: 31,chr10,29255298,29255656,67.7,0.78,0.38,0.9,0.29,0.66,0.85,1.58,4.14,1.64,3.64,2.4,2.28,1.74,0.776666667,2.64,1.863333333,0.002288808,2.640390637,1,0
SmaI_mm9_95398,chr10,31328818,713,0,NM_001146349,Rnf217,31329531,31221697,-,80308,NM_001013411,Nkain2,32609721,31409126,-,Y,N,N,N,416,CpG_Start,CpG: 133,chr10,31328402,31329461,72,0.97,0.24,0.15,0.19,0.34,0.49,0.52,5.65,1.48,3.44,2.24,4.81,5.48,0.321666667,3.85,3.528333333,0.000589002,3.229883231,0,1
SmaI_mm9_95399,chr10,31329152,379,1,NM_001146349,Rnf217,31329531,31221697,-,79974,NM_001013411,Nkain2,32609721,31409126,-,Y,N,N,N,-309,CpG_End,CpG: 133,chr10,31328402,31329461,72,0.97,0,0.15,0,0,0,0.13,1.29,2.01,0.88,0.91,1.32,1.95,0.046666667,1.393333333,1.346666666,5.70E-05,4.244288226,0,1
SmaI_mm9_95476,chr10,33745485,-6063,0,NM_025614,Rwdd1,33739422,33716361,-,13105,NM_001081165,Fam26d,33764119,33758590,-,N,RLTR11A,LTR,ERVK,5735,CpG_End,CpG: 76,chr10,33738963,33739750,60.8,1.05,NA,89.57,91.66,93,NA,89.21,94.9,95.35,93.88,90.84,91.06,91.12,90.86,92.85833333,1.99833333,0.156514182,0.805446304,0,0
SmaI_mm9_95485,chr10,33908368,18989,0,NM_172508,Dse,33927357,33871199,-,-37169,NM_172508,Dse,33927357,33871199,-,N,N,N,N,-18266,CpG_Start,CpG: 64,chr10,33926634,33927257,72.1,0.79,87.19,84.14,85.43,86.06,90.67,84.97,85.32,77.8,80.15,84.62,75.91,77.38,86.41,80.19666667,-6.21333333,0.00771885,2.112447399,0,1
