ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoAomAnC1M1,SpfKoAomAnC1M3,SpfKoAomAnC2M1,SpfKoAomAnC2M2,SpfKoAomAnC3M1,SpfKoAomAnC3M2,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_90345,chr9,77602504,-113,1,NM_010295,Gclc,77602617,77641458,+,-38954,NM_010295,Gclc,77602617,77641458,+,Y,N,N,N,180,CpG_Start,CpG: 77,chr9,77602324,77603030,63.5,1.09,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.06,0.06,0.340893132,0.467381748,0,0
SmaI_mm9_90346,chr9,77602821,204,1,NM_010295,Gclc,77602617,77641458,+,-38637,NM_010295,Gclc,77602617,77641458,+,Y,GC_rich,Low_complexity,Low_complexity,-209,CpG_End,CpG: 77,chr9,77602324,77603030,63.5,1.09,0.13,0,0,0.13,0.17,0.22,0.108333333,0,0,0.07,0.14,0.37,0,0.096666667,-0.011666667,0.87052479,0.060218857,0,1
SmaI_mm9_90352,chr9,77715748,-49424,0,NM_134255,Elovl5,77765172,77832326,+,74290,NM_010295,Gclc,77602617,77641458,+,N,MMERVK10C-int,LTR,ERVK,-42515,CpG_Start,CpG: 61,chr9,77758263,77758817,75,0.78,96.22,98.85,97.8,98.52,96.62,96.46,97.41166667,99.23,96.02,97.59,99.23,97.13,96.86,97.67666667,0.265,0.715154049,0.145600398,0,0
SmaI_mm9_90357,chr9,77765757,585,0,NM_134255,Elovl5,77765172,77832326,+,-66569,NM_134255,Elovl5,77765172,77832326,+,Y,N,N,N,-66,CpG_End,CpG: 68,chr9,77765080,77765823,62.1,0.95,0,0.11,0.12,0.13,0,0,0.06,0,0.12,0,0,0.49,0,0.101666667,0.041666667,0.632651839,0.198835225,0,1
SmaI_mm9_90358,chr9,77766106,934,0,NM_134255,Elovl5,77765172,77832326,+,-66220,NM_134255,Elovl5,77765172,77832326,+,N,N,N,N,283,CpG_End,CpG: 68,chr9,77765080,77765823,62.1,0.95,0.7,0.11,0.23,0.67,0.69,0.28,0.446666667,0.73,0.49,0.27,0,0.5,0,0.331666667,-0.115,0.496630076,0.303966983,1,1
SmaI_mm9_90371,chr9,77961433,388,1,NM_019987,Ick,77961045,78019914,+,-32127,NM_023605,Fbxo9,77956463,77929306,-,Y,N,N,N,0,CpG_End,CpG: 49,chr9,77960937,77961433,70,0.81,0,0,0,0,0,0,0,0,0.22,0,0.09,0.11,0.15,0.095,0.095,0.022049505,1.656601149,0,1
SmaI_mm9_9038,chr1,164173672,20173,0,NR_029796,Mir214,164153499,164153608,+,17991,NR_002870,Dnm3os,164147754,164155681,+,N,L2,LINE,L2,-234025,CpG_Start,CpG: 42,chr1,164407697,164408210,67.1,0.75,48.85,47.88,64.4,50.58,59.36,49.44,53.41833333,NA,NA,50.02,56.1,48.42,51.48,51.505,-1.913333333,0.61992413,0.207661459,0,0
SmaI_mm9_9039,chr1,164174150,20651,0,NR_029796,Mir214,164153499,164153608,+,18469,NR_002870,Dnm3os,164147754,164155681,+,N,N,N,N,-233547,CpG_Start,CpG: 42,chr1,164407697,164408210,67.1,0.75,55.03,48.71,73.78,48.99,52.97,51.76,55.20666667,NA,NA,50.01,56.43,46.73,55.94,52.2775,-2.929166667,0.585148839,0.232733653,0,0
SmaI_mm9_90494,chr9,79641026,211,1,NM_133718,Tmem30a,79641237,79616751,-,22343,NM_001081243,Filip1,79825689,79663369,-,Y,N,N,N,155,CpG_Start,CpG: 67,chr9,79640871,79641563,54.8,1.29,0,0,0,0,0,0,0,0,0.33,0,0,0,NA,0.066,0.066,0.296665037,0.527733634,0,1
SmaI_mm9_90495,chr9,79641431,-194,1,NM_133718,Tmem30a,79641237,79616751,-,21938,NM_001081243,Filip1,79825689,79663369,-,Y,N,N,N,-132,CpG_End,CpG: 67,chr9,79640871,79641563,54.8,1.29,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0
SmaI_mm9_90550,chr9,79915073,363,1,NM_146003,Senp6,79914710,79992587,+,-77514,NM_146003,Senp6,79914710,79992587,+,Y,N,N,N,621,CpG_Start,CpG: 139,chr9,79914452,79915744,64.3,1.04,0,0,0.19,0,0,0.34,0.088333333,0.36,0,0,0.23,0.32,0.22,0.188333333,0.1,0.275427863,0.559992128,0,1
SmaI_mm9_90551,chr9,79915450,740,0,NM_146003,Senp6,79914710,79992587,+,-77137,NM_146003,Senp6,79914710,79992587,+,Y,N,N,N,-294,CpG_End,CpG: 139,chr9,79914452,79915744,64.3,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_90611,chr9,81526584,-425,1,NM_010482,Htr1b,81526159,81524999,-,-1585,NM_010482,Htr1b,81526159,81524999,-,Y,N,N,N,-560,CpG_End,CpG: 117,chr9,81525283,81527144,62.1,0.66,0.36,2.42,1.42,1.63,3.79,2.9,2.086666667,3.31,1.76,1.99,2.47,1.6,4.93,2.676666667,0.59,0.427991212,0.368565149,0,0
SmaI_mm9_9062,chr1,164501043,84,1,NM_016796,Vamp4,164500959,164529209,+,-28166,NM_016796,Vamp4,164500959,164529209,+,Y,N,N,N,558,CpG_Start,CpG: 108,chr1,164500485,164501733,62.8,0.88,0,0,0.19,0,0,0,0.031666667,0,0,0.05,0.18,0.41,0,0.106666667,0.075,0.33546037,0.474358778,0,1
SmaI_mm9_9063,chr1,164501312,353,1,NM_016796,Vamp4,164500959,164529209,+,-27897,NM_016796,Vamp4,164500959,164529209,+,Y,N,N,N,-421,CpG_End,CpG: 108,chr1,164500485,164501733,62.8,0.88,0,0,0.27,0,0,0,0.045,0,0,0,0.1,0,0,0.016666667,-0.028333333,0.568002014,0.245650125,0,1
SmaI_mm9_90665,chr9,82868096,1000,0,NM_001081216,Phip,82869096,82759766,-,-108330,NM_001081216,Phip,82869096,82759766,-,N,GC_rich,Low_complexity,Low_complexity,-587,CpG_Start,CpG: 77,chr9,82868683,82869423,58,1.23,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,1,1
SmaI_mm9_90666,chr9,82868485,611,0,NM_001081216,Phip,82869096,82759766,-,-108719,NM_001081216,Phip,82869096,82759766,-,N,GC_rich,Low_complexity,Low_complexity,-198,CpG_Start,CpG: 77,chr9,82868683,82869423,58,1.23,0,0,0,0,0,0,0,0.19,0,0,0.14,0.48,0,0.135,0.135,0.109116821,0.962108296,1,1
SmaI_mm9_90669,chr9,82955355,84859,0,NM_175074,Hmgn3,83040214,83003551,-,48196,NM_175074,Hmgn3,83040214,83003551,-,N,BC1_Mm,scRNA,scRNA,-84110,CpG_Start,CpG: 68,chr9,83039465,83040326,63.3,0.79,63.71,68.32,64.32,62.33,72.72,67.22,66.43666667,76.42,71.29,69.54,71.23,66.9,70.38,70.96,4.523333333,0.048181671,1.317118145,0,0
SmaI_mm9_90670,chr9,82955625,84589,0,NM_175074,Hmgn3,83040214,83003551,-,47926,NM_175074,Hmgn3,83040214,83003551,-,N,N,N,N,-83840,CpG_Start,CpG: 68,chr9,83039465,83040326,63.3,0.79,80.42,82.69,79.99,80.73,85.33,83.5,82.11,84.18,84.14,85.82,84.34,82.61,81.45,83.75666667,1.646666667,0.149958583,0.824028672,0,0
SmaI_mm9_90794,chr9,86465748,88,1,NM_027100,Rwdd2a,86465660,86468505,+,-2757,NM_027100,Rwdd2a,86465660,86468505,+,Y,N,N,N,-269,CpG_End,CpG: 81,chr9,86465175,86466017,68.7,0.82,0.26,0.41,0,0.26,0,0,0.155,0,0.19,0.27,0,0.36,0,0.136666667,-0.018333333,0.854735278,0.068168371,0,1
SmaI_mm9_90795,chr9,86466097,437,1,NM_027100,Rwdd2a,86465660,86468505,+,-2408,NM_027100,Rwdd2a,86465660,86468505,+,N,N,N,N,80,CpG_End,CpG: 81,chr9,86465175,86466017,68.7,0.82,0,0,0,0,1.53,0.39,0.32,0,0,0,0,0,0,0,-0.32,0.229855695,0.638544731,1,1
SmaI_mm9_90799,chr9,86488329,22669,0,NM_027100,Rwdd2a,86465660,86468505,+,-13359,NM_008615,Me1,86589947,86474970,-,N,N,N,N,22312,CpG_End,CpG: 81,chr9,86465175,86466017,68.7,0.82,80.22,76.39,83.31,78.41,77.36,77.72,78.90166667,85.53,84.34,81.11,85.89,82.72,86.62,84.36833333,5.466666667,0.002175152,2.662510352,0,0
SmaI_mm9_90812,chr9,86775356,-149,1,NM_013669,Snap91,86775207,86659239,-,-116117,NM_013669,Snap91,86775207,86659239,-,Y,N,N,N,-340,CpG_End,CpG: 148,chr9,86774338,86775696,65.1,1.04,1.33,0.64,2.05,2.06,1,0.66,1.29,1.58,1.75,0.56,1.92,1.19,1.41,1.401666667,0.111666667,0.741451193,0.129917432,0,0
SmaI_mm9_90813,chr9,86775570,-363,1,NM_013669,Snap91,86775207,86659239,-,-116331,NM_013669,Snap91,86775207,86659239,-,Y,N,N,N,-126,CpG_End,CpG: 148,chr9,86774338,86775696,65.1,1.04,2.24,0.55,3.59,NA,3.76,1.91,2.41,2.66,2.94,1.85,3.05,1.98,1.84,2.386666667,-0.023333333,0.969284977,0.013548518,0,0
SmaI_mm9_90821,chr9,86910220,-152,1,NM_001037907,Ripply2,86910372,86914751,+,-4531,NM_001037907,Ripply2,86910372,86914751,+,Y,N,N,N,20,CpG_Start,CpG: 65,chr9,86910200,86910806,64.9,1.02,1.49,0.66,1.8,1.61,2.12,1.57,1.541666667,1.71,1.47,1.28,2.21,1.16,1.96,1.631666667,0.09,0.73510663,0.13364966,0,0
SmaI_mm9_90822,chr9,86910464,92,1,NM_001037907,Ripply2,86910372,86914751,+,-4287,NM_001037907,Ripply2,86910372,86914751,+,Y,N,N,N,264,CpG_Start,CpG: 65,chr9,86910200,86910806,64.9,1.02,1.01,0.9,3.21,3.18,1.71,1.44,1.908333333,2.82,2.41,1.86,3.21,1.7,3.64,2.606666667,0.698333333,0.213532201,0.670536624,0,1
SmaI_mm9_9092,chr1,165242470,1311,0,NM_001025570,Prrx1,165243781,165185408,-,-57062,NM_001025570,Prrx1,165243781,165185408,-,Y,N,N,N,-282,CpG_End,CpG: 50,chr1,165242133,165242752,67.1,0.74,0.61,0.56,0.71,0.41,0,1.27,0.593333333,1.44,1.05,0.37,1.04,0.86,0.24,0.833333333,0.24,0.360752137,0.442791088,0,1
SmaI_mm9_9093,chr1,165242702,1079,0,NM_001025570,Prrx1,165243781,165185408,-,-57294,NM_001025570,Prrx1,165243781,165185408,-,Y,N,N,N,-50,CpG_End,CpG: 50,chr1,165242133,165242752,67.1,0.74,0.31,0,0.74,0,0.55,0.63,0.371666667,1.76,1.46,0.67,1.62,0.86,0.49,1.143333333,0.771666667,0.012802598,1.892701898,0,1
SmaI_mm9_90981,chr9,89517683,141,1,NM_153509,AF529169,89517824,89484872,-,-32811,NM_153509,AF529169,89517824,89484872,-,N,N,N,N,179,CpG_End,CpG: 18,chr9,89517250,89517504,62,0.74,1.14,1.59,0.25,0.8,1.5,1.12,1.066666667,NA,4.02,1.94,0,2,NA,1.99,0.923333333,0.221040312,0.655528515,1,1
SmaI_mm9_90982,chr9,89518150,-326,1,NM_153509,AF529169,89517824,89484872,-,-33278,NM_153509,AF529169,89517824,89484872,-,N,N,N,N,646,CpG_End,CpG: 18,chr9,89517250,89517504,62,0.74,0,1.08,0,0.55,0.39,0.24,0.376666667,NA,2.32,0,0,0,NA,0.58,0.203333333,0.696813527,0.156883427,1,0
SmaI_mm9_9120,chr1,165860081,-114,1,NM_028776,Scyl3,165860195,165885257,+,12850,NM_010629,Kifap3,165709810,165847231,+,Y,N,N,N,165,CpG_Start,CpG: 74,chr1,165859916,165860542,73.5,0.88,0.2,0,0.2,0,0,0,0.066666667,0.32,0,0.26,0.18,0,0,0.126666667,0.06,0.429720498,0.36681393,0,0
SmaI_mm9_9121,chr1,165860389,194,1,NM_028776,Scyl3,165860195,165885257,+,13158,NM_010629,Kifap3,165709810,165847231,+,Y,N,N,N,-153,CpG_End,CpG: 74,chr1,165859916,165860542,73.5,0.88,0,0,0,0,0.27,0.18,0.075,0,0.2,0.19,0.12,0.33,0.2,0.173333333,0.098333333,0.167104447,0.777011991,0,1
SmaI_mm9_91277,chr9,95307957,-268,1,NM_018763,Chst2,95307689,95301345,-,-6612,NM_018763,Chst2,95307689,95301345,-,Y,GC_rich,Low_complexity,Low_complexity,-223,CpG_End,CpG: 233,chr9,95305635,95308180,66.7,0.82,1.24,0.3,2.09,0.68,1.4,0.6,1.051666667,5.03,2.79,1.92,3.69,2.42,5.06,3.485,2.433333333,0.002530167,2.596850837,0,0
SmaI_mm9_91278,chr9,95308277,-588,1,NM_018763,Chst2,95307689,95301345,-,-6932,NM_018763,Chst2,95307689,95301345,-,N,N,N,N,97,CpG_End,CpG: 233,chr9,95305635,95308180,66.7,0.82,0.45,0,0.99,0,0,0.32,0.293333333,1.29,1.08,0.54,0,0,0.56,0.578333333,0.285,0.31711827,0.498778737,1,0
SmaI_mm9_91295,chr9,95538392,345,1,NM_029620,Pcolce2,95538047,95595970,+,-57578,NM_029620,Pcolce2,95538047,95595970,+,Y,N,N,N,-109,CpG_End,CpG: 63,chr9,95537978,95538501,74,0.89,0.25,0.38,0.23,0,0,0,0.143333333,0.18,0,0.23,0.3,0.46,0,0.195,0.051666667,0.613857489,0.211932442,0,1
SmaI_mm9_91296,chr9,95538651,604,0,NM_029620,Pcolce2,95538047,95595970,+,-57319,NM_029620,Pcolce2,95538047,95595970,+,N,N,N,N,150,CpG_End,CpG: 63,chr9,95537978,95538501,74,0.89,4.33,2.17,1.99,4.27,2.86,2.22,2.973333333,3.03,2.56,2.72,1.79,1.89,1.53,2.253333333,-0.72,0.180415923,0.743725135,1,1
SmaI_mm9_91299,chr9,95594197,56150,0,NM_029620,Pcolce2,95538047,95595970,+,-1773,NM_029620,Pcolce2,95538047,95595970,+,N,N,N,N,55696,CpG_End,CpG: 63,chr9,95537978,95538501,74,0.89,76.54,78.52,53.92,75.08,82.27,75.02,73.55833333,58.54,58.28,73.63,54.25,NA,NA,61.175,-12.38333333,0.077442362,1.111021412,0,1
SmaI_mm9_91300,chr9,95594607,56170,0,NM_011643,Trpc1,95650777,95607048,-,-1363,NM_029620,Pcolce2,95538047,95595970,+,N,N,N,N,-55612,CpG_Start,CpG: 76,chr9,95650219,95650885,68.4,0.98,68.64,61.56,59.53,60.21,75.88,61.56,64.56333333,56.21,56.64,51.59,53.2,NA,30.34,49.596,-14.96733333,0.019825998,1.70276495,0,0
SmaI_mm9_91317,chr9,95855232,53,1,NM_011916,Xrn1,95855179,95953448,+,3169,NM_019864,Atr,95758016,95852063,+,Y,N,N,N,161,CpG_Start,CpG: 43,chr9,95855071,95855512,66.7,0.88,0,0,0,0,0,0,0,0,0.14,0.16,0,0,0,0.05,0.05,0.14612811,0.835266233,0,1
SmaI_mm9_91318,chr9,95855504,325,1,NM_011916,Xrn1,95855179,95953448,+,3441,NM_019864,Atr,95758016,95852063,+,Y,N,N,N,-8,CpG_End,CpG: 43,chr9,95855071,95855512,66.7,0.88,0,0,0,0,0,0,0,0,0,0,0.14,0.15,0,0.048333333,0.048333333,0.145249102,0.837886545,0,1
SmaI_mm9_91335,chr9,96077271,-19423,0,NM_178667,Tfdp2,96096694,96224065,+,-6101,NM_177352,Gk5,96019848,96083372,+,N,Lx8,LINE,L1,-19260,CpG_Start,CpG: 84,chr9,96096531,96097168,74.3,0.95,88.72,89.96,91.78,93.53,91.81,88.92,90.78666667,93.24,89.61,90.43,91.12,93.38,89.43,91.20166667,0.415,0.701384519,0.154043824,0,0
SmaI_mm9_91336,chr9,96077586,-19108,0,NM_178667,Tfdp2,96096694,96224065,+,-5786,NM_177352,Gk5,96019848,96083372,+,N,ID_B1,SINE,B4,-18945,CpG_Start,CpG: 84,chr9,96096531,96097168,74.3,0.95,42.35,38.19,48.22,40.77,57.12,36.85,43.91666667,30.54,31.89,31.35,39.54,27.41,27.58,31.385,-12.53166667,0.005774225,2.238506291,0,0
SmaI_mm9_91365,chr9,96391295,-12281,0,NM_011279,Rnf7,96379014,96371376,-,-19919,NM_011279,Rnf7,96379014,96371376,-,N,N,N,N,12135,CpG_End,CpG: 55,chr9,96378648,96379160,63.2,1.08,82.9,82.85,43.79,80.94,81.68,83.7,75.97666667,77.05,NA,73.08,53.16,77.35,65.23,69.174,-6.802666667,0.430059448,0.366471507,0,0
SmaI_mm9_91366,chr9,96391749,-12735,0,NM_011279,Rnf7,96379014,96371376,-,-20373,NM_011279,Rnf7,96379014,96371376,-,N,N,N,N,12589,CpG_End,CpG: 55,chr9,96378648,96379160,63.2,1.08,88.08,80.1,78.71,82.66,84.75,83.08,82.89666667,74.2,NA,71.27,67.6,74.83,66.23,70.826,-12.07066667,0.00034322,3.464426859,0,0
SmaI_mm9_91375,chr9,96531520,402,1,NM_053268,Rasa2,96531922,96439719,-,54322,NM_175537,Zbtb38,96632094,96585842,-,Y,GC_rich,Low_complexity,Low_complexity,390,CpG_Start,CpG: 96,chr9,96531130,96531993,65,1.1,0,0,0,0,0,0,0,0.13,0,0,0.03,0.1,0,0.043333333,0.043333333,0.094682936,1.023728284,0,1
SmaI_mm9_91376,chr9,96531693,229,1,NM_053268,Rasa2,96531922,96439719,-,54149,NM_175537,Zbtb38,96632094,96585842,-,Y,GC_rich,Low_complexity,Low_complexity,-300,CpG_End,CpG: 96,chr9,96531130,96531993,65,1.1,0,0,0,0,0,0,0,0,0.24,0.07,0.07,0.11,0.13,0.103333333,0.103333333,0.010375685,1.983983216,0,1
SmaI_mm9_9139,chr1,166178703,-483,1,NM_054087,Slc19a2,166179186,166195499,+,-16796,NM_054087,Slc19a2,166179186,166195499,+,N,N,N,N,-48,CpG_Start,CpG: 22,chr1,166178751,166179046,63.9,0.74,0,0,0,0,0,0.45,0.075,0.16,0.1,0.07,0,0.19,0.14,0.11,0.035,0.671325723,0.173066712,1,0
SmaI_mm9_9140,chr1,166178923,-263,1,NM_054087,Slc19a2,166179186,166195499,+,-16576,NM_054087,Slc19a2,166179186,166195499,+,Y,N,N,N,-123,CpG_End,CpG: 22,chr1,166178751,166179046,63.9,0.74,0,0,0.42,0,0,0,0.07,0,0,0.14,0.08,0.08,0,0.05,-0.02,0.792521981,0.100988684,0,0
SmaI_mm9_91420,chr9,96918677,97,1,NM_145134,Spsb4,96918774,96843901,-,58753,NM_138756,Slc25a36,97011460,96977430,-,Y,N,N,N,220,CpG_Start,CpG: 104,chr9,96918457,96919524,68.6,0.83,0,0,0.18,0,0,0,0.03,0,0,0,0,0.58,0,0.096666667,0.066666667,0.524985644,0.279852572,0,1
SmaI_mm9_91421,chr9,96919088,-314,1,NM_145134,Spsb4,96918774,96843901,-,58342,NM_138756,Slc25a36,97011460,96977430,-,Y,N,N,N,-436,CpG_End,CpG: 104,chr9,96918457,96919524,68.6,0.83,0.48,0.36,0,0.21,0.25,0,0.216666667,0.6,0,0,0,0,NA,0.12,-0.096666667,0.503761787,0.29777478,0,0
SmaI_mm9_91451,chr9,97573206,-302829,0,NM_030219,Trim42,97270377,97249981,-,-228392,NM_022319,Clstn2,97933586,97344814,-,N,N,N,N,-28279,CpG_Start,CpG: 18,chr9,97601485,97601725,70.1,0.72,62.26,76.15,72.56,71.51,81.81,69.02,72.21833333,66.59,58.11,53.23,52.14,56.81,57.07,57.325,-14.89333333,0.001391739,2.856442139,0,0
SmaI_mm9_91555,chr9,98855519,210,1,NR_003248,Foxl2os,98855729,98849574,-,-3024,NM_012020,Foxl2,98856026,98858543,+,Y,N,N,N,109,CpG_Start,CpG: 240,chr9,98855410,98857864,66.6,0.88,0,0,0.23,0.23,0.32,0.36,0.19,0.44,0.27,0.34,0.38,1.06,0.98,0.578333333,0.388333333,0.031542717,1.501100905,0,1
SmaI_mm9_91556,chr9,98855910,-116,1,NM_012020,Foxl2,98856026,98858543,+,-2633,NM_012020,Foxl2,98856026,98858543,+,Y,N,N,N,500,CpG_Start,CpG: 240,chr9,98855410,98857864,66.6,0.88,0.28,0.62,1.64,0.95,2.2,0.56,1.041666667,2.22,0.68,0.66,3.06,0,3.6,1.703333333,0.661666667,0.346197222,0.460676421,0,0
SmaI_mm9_91557,chr9,98856775,749,0,NM_012020,Foxl2,98856026,98858543,+,-1768,NM_012020,Foxl2,98856026,98858543,+,Y,N,N,N,-1089,CpG_End,CpG: 240,chr9,98855410,98857864,66.6,0.88,0,1.6,1.44,1.6,1.66,1.05,1.225,1.4,2.04,0.9,1.54,0.91,1.02,1.301666667,0.076666667,0.814950081,0.088868993,0,1
SmaI_mm9_91558,chr9,98857033,1007,0,NM_012020,Foxl2,98856026,98858543,+,-1510,NM_012020,Foxl2,98856026,98858543,+,Y,N,N,N,-831,CpG_End,CpG: 240,chr9,98855410,98857864,66.6,0.88,0.16,0.15,0.33,0,0.76,0,0.233333333,0.5,0.27,0.13,0.36,0.24,0.2,0.283333333,0.05,0.704762464,0.151957235,0,1
SmaI_mm9_91559,chr9,98857247,1221,0,NM_012020,Foxl2,98856026,98858543,+,-1296,NM_012020,Foxl2,98856026,98858543,+,Y,N,N,N,-617,CpG_End,CpG: 240,chr9,98855410,98857864,66.6,0.88,0.27,0,0,0,0,0,0.045,0.25,0.64,0.29,0.5,0.3,0.29,0.378333333,0.333333333,0.001619376,2.790652289,0,1
SmaI_mm9_91561,chr9,98862904,6878,0,NM_012020,Foxl2,98856026,98858543,+,4361,NM_012020,Foxl2,98856026,98858543,+,N,N,N,N,5040,CpG_End,CpG: 240,chr9,98855410,98857864,66.6,0.88,4.69,3.17,1.58,3.37,4.09,3.81,3.451666667,1.76,2.18,3,1.28,0.46,0.85,1.588333333,-1.863333333,0.008923126,2.049482955,0,0
SmaI_mm9_91562,chr9,98863235,7209,0,NM_012020,Foxl2,98856026,98858543,+,4692,NM_012020,Foxl2,98856026,98858543,+,N,N,N,N,5371,CpG_End,CpG: 240,chr9,98855410,98857864,66.6,0.88,0.77,0.86,0.34,1.25,0.88,1.06,0.86,1.11,0.54,0.55,1.46,0.68,1.72,1.01,0.15,0.546081335,0.262742667,0,0
SmaI_mm9_91610,chr9,99476295,77,1,NM_031403,Dbr1,99476218,99484762,+,-8467,NM_031403,Dbr1,99476218,99484762,+,Y,N,N,N,146,CpG_Start,CpG: 52,chr9,99476149,99476619,67.5,0.98,0,0,0,0,0,0.25,0.041666667,0,0,0,0,0,0,0,-0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_91611,chr9,99476685,467,1,NM_031403,Dbr1,99476218,99484762,+,-8077,NM_031403,Dbr1,99476218,99484762,+,N,N,N,N,66,CpG_End,CpG: 52,chr9,99476149,99476619,67.5,0.98,0.34,0,0,0,0,0,0.056666667,0,0,0,0,0.66,0,0.11,0.053333333,0.675598312,0.170311444,1,1
SmaI_mm9_91651,chr9,99775517,1072,0,NM_011440,Sox14,99776589,99774535,-,-982,NM_011440,Sox14,99776589,99774535,-,Y,N,N,N,8,CpG_Start,CpG: 97,chr9,99775509,99776838,64.6,0.71,2.23,0.77,0,1.31,2.4,3.92,1.771666667,3.97,4.34,2.5,3.89,2.81,3.89,3.566666667,1.795,0.018525968,1.732219099,0,1
SmaI_mm9_91652,chr9,99775728,861,0,NM_011440,Sox14,99776589,99774535,-,-1193,NM_011440,Sox14,99776589,99774535,-,Y,N,N,N,219,CpG_Start,CpG: 97,chr9,99775509,99776838,64.6,0.71,1.68,1.44,1.97,1.7,1.55,1.29,1.605,3.65,2.77,2.12,2.2,2.15,3.18,2.678333333,1.073333333,0.003082004,2.51116676,0,1
SmaI_mm9_91653,chr9,99776046,543,0,NM_011440,Sox14,99776589,99774535,-,-1511,NM_011440,Sox14,99776589,99774535,-,Y,N,N,N,537,CpG_Start,CpG: 97,chr9,99775509,99776838,64.6,0.71,0.43,0.83,0.57,0,0.18,0.22,0.371666667,1.61,3.16,1.19,1.38,1.54,3.13,2.001666667,1.63,0.001773684,2.751123737,0,1
SmaI_mm9_91677,chr9,100173461,213431,0,NM_001033543,Il20rb,100386892,100358138,-,184677,NM_001033543,Il20rb,100386892,100358138,-,N,N,N,N,-272307,CpG_Start,CpG: 111,chr9,100445768,100446762,69.1,0.94,26.64,18.84,27.61,23.34,24.36,16.81,22.93333333,22.89,25.93,21.19,NA,25.88,NA,23.9725,1.039166667,0.673494421,0.171665997,0,0
SmaI_mm9_91685,chr9,100346629,40263,0,NM_001033543,Il20rb,100386892,100358138,-,11509,NM_001033543,Il20rb,100386892,100358138,-,N,N,N,N,-99139,CpG_Start,CpG: 111,chr9,100445768,100446762,69.1,0.94,0.49,0,1.88,1.14,0.37,0,0.646666667,1.03,0.35,0.46,0.39,0.49,0.56,0.546666667,-0.1,0.758706033,0.119926463,0,0
SmaI_mm9_91686,chr9,100346870,40022,0,NM_001033543,Il20rb,100386892,100358138,-,11268,NM_001033543,Il20rb,100386892,100358138,-,N,N,N,N,-98898,CpG_Start,CpG: 111,chr9,100445768,100446762,69.1,0.94,0.24,0,0,0,0,0,0.04,0.13,0.14,0,0.1,0.08,0.11,0.093333333,0.053333333,0.263283181,0.579576883,0,0
SmaI_mm9_91691,chr9,100544644,602,0,NM_009282,Stag1,100544042,100858963,+,-92037,NM_001101483,Tmem22,100471504,100452607,-,Y,N,N,N,-266,CpG_End,CpG: 160,chr9,100543307,100544910,59.3,1.14,0,0,0,0,0,0,0,0,0,0,0,0.12,0.16,0.046666667,0.046666667,0.150413446,0.822713338,0,1
SmaI_mm9_91692,chr9,100544929,887,0,NM_009282,Stag1,100544042,100858963,+,-92322,NM_001101483,Tmem22,100471504,100452607,-,N,N,N,N,19,CpG_End,CpG: 160,chr9,100543307,100544910,59.3,1.14,0,0,0,0,0,0,0,0,0,0.19,0,0.58,0,0.128333333,0.128333333,0.208764623,0.680343095,1,1
SmaI_mm9_91792,chr9,102408286,-182,1,NM_024291,Ky,102408468,102448569,+,-40283,NM_024291,Ky,102408468,102448569,+,Y,N,N,N,62,CpG_Start,CpG: 60,chr9,102408224,102408802,69.1,0.87,0.49,0,0.32,0.12,0,0.34,0.211666667,0.95,0.4,0.15,0.2,0.22,0.47,0.398333333,0.186666667,0.232121343,0.634284925,0,0
SmaI_mm9_91793,chr9,102408583,115,1,NM_024291,Ky,102408468,102448569,+,-39986,NM_024291,Ky,102408468,102448569,+,Y,N,N,N,-219,CpG_End,CpG: 60,chr9,102408224,102408802,69.1,0.87,1.13,0.5,1.44,1.48,0.65,1.63,1.138333333,1.6,1.68,1.22,1.07,0.89,1.98,1.406666667,0.268333333,0.317509052,0.498243889,0,1
SmaI_mm9_91809,chr9,102528182,272,1,NM_001081122,Cep63,102528454,102488908,-,-8391,NM_181394,Anapc13,102528626,102536573,+,Y,N,N,N,76,CpG_Start,CpG: 87,chr9,102528106,102528978,64.6,0.96,0,0,0,0,0,0,0,0.16,0,0,0,0.34,0.22,0.12,0.12,0.067963686,1.167723075,0,1
