ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoC1M1,GfKoC1M2,GfKoC1M3,GfKoC4F1,GfKoC4F2,GfKoC4F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_63660,chr6,124807391,314,1,NM_013534,Leprel2,124807705,124791113,-,1072,NM_013533,Gpr162,124813935,124808463,-,Y,N,N,N,-353,CpG_End,CpG: 78,chr6,124807005,124807744,69.9,0.86,0,0,0,0.41,0,0,0.068333333,0.93,0.48,0.73,0.62,1.25,0.32,0.721666667,0.653333333,0.001563058,2.806024836,0,1
SmaI_mm9_63661,chr6,124807632,73,1,NM_013534,Leprel2,124807705,124791113,-,831,NM_013533,Gpr162,124813935,124808463,-,Y,N,N,N,-112,CpG_End,CpG: 78,chr6,124807005,124807744,69.9,0.86,0,0,0,0,0,0,0,0,0.61,0.94,0.8,0.43,0.67,0.575,0.575,0.00165476,2.781264884,0,1
SmaI_mm9_63669,chr6,124859700,2023,0,NM_008479,Lag3,124861723,124854378,-,3993,NM_026988,Ptms,124867964,124863693,-,N,N,N,N,-409,CpG_Start,CpG: 30,chr6,124860109,124860364,72.7,0.89,37.68,46.58,45.62,43.79,45.24,41.42,43.38833333,27.24,33.55,30.44,33.28,40.7,40.29,34.25,-9.138333333,0.005236629,2.280948165,1,1
SmaI_mm9_63670,chr6,124860063,1660,0,NM_008479,Lag3,124861723,124854378,-,3630,NM_026988,Ptms,124867964,124863693,-,N,N,N,N,-46,CpG_Start,CpG: 30,chr6,124860109,124860364,72.7,0.89,4.79,8.71,6.53,6.39,6.39,2.9,5.951666667,9.18,8.62,11.52,7.61,8,7.84,8.795,2.843333333,0.016803912,1.774589596,1,1
SmaI_mm9_63675,chr6,124867252,712,0,NM_026988,Ptms,124867964,124863693,-,-3559,NM_026988,Ptms,124867964,124863693,-,N,N,N,N,-213,CpG_Start,CpG: 65,chr6,124867465,124868011,62.9,1.21,0,0,0,0,0,0,0,0.47,0.33,0.64,0.31,0.59,0.3,0.44,0.44,2.92E-05,4.534317198,1,1
SmaI_mm9_63676,chr6,124867536,428,1,NM_026988,Ptms,124867964,124863693,-,-3843,NM_026988,Ptms,124867964,124863693,-,Y,GC_rich,Low_complexity,Low_complexity,71,CpG_Start,CpG: 65,chr6,124867465,124868011,62.9,1.21,0.12,0,0,0,0.31,0.11,0.09,0.3,0.23,0.48,0.36,0.55,0.51,0.405,0.315,0.001383021,2.859171126,0,1
SmaI_mm9_63678,chr6,124867660,304,1,NM_026988,Ptms,124867964,124863693,-,-3967,NM_026988,Ptms,124867964,124863693,-,Y,N,N,N,195,CpG_Start,CpG: 65,chr6,124867465,124868011,62.9,1.21,0,0,0,0,0,0,0,0,0,0,0.2,0.44,0,0.106666667,0.106666667,0.181303537,0.741593724,0,1
SmaI_mm9_63679,chr6,124867974,-10,1,NM_026988,Ptms,124867964,124863693,-,-4281,NM_026988,Ptms,124867964,124863693,-,Y,N,N,N,-37,CpG_End,CpG: 65,chr6,124867465,124868011,62.9,1.21,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.066666667,0.066666667,0.340893132,0.467381748,0,0
SmaI_mm9_63690,chr6,124915354,61,1,NM_012003,Cops7a,124915415,124908827,-,-6527,NM_012003,Cops7a,124915415,124908827,-,Y,N,N,N,117,CpG_Start,CpG: 72,chr6,124915237,124915813,71.1,0.99,0.09,0.18,0,0,0.2,0,0.078333333,0.39,0.21,0.21,0.17,0.25,0.35,0.263333333,0.185,0.005334367,2.272917078,0,1
SmaI_mm9_63691,chr6,124915737,-190,1,NM_001164089,Cops7a,124915547,124908431,-,-6910,NM_012003,Cops7a,124915415,124908827,-,Y,N,N,N,-76,CpG_End,CpG: 72,chr6,124915237,124915813,71.1,0.99,0,0,0,0,0,0,0,0.39,0.14,0.33,0.14,0,0.29,0.215,0.215,0.004840827,2.315080458,0,0
SmaI_mm9_63698,chr6,124958958,-865,1,NM_175557,Zfp384,124959823,124987887,+,5846,NM_001145927,C530028O21Rik,124948455,124953112,+,Y,N,N,N,106,CpG_Start,CpG: 64,chr6,124958852,124959454,69.3,0.9,0.25,0,0,0.52,0,0.25,0.17,0.76,0.96,1.01,1.03,1.53,0.84,1.021666667,0.851666667,0.000116566,3.933428279,0,0
SmaI_mm9_63717,chr6,125046042,-139,1,NM_145979,Chd4,125046181,125080519,+,13553,NM_001163268,Lpar5,125021295,125032489,+,Y,N,N,N,82,CpG_Start,CpG: 88,chr6,125045960,125046836,72.2,0.77,0.38,0,0,0,0,0,0.063333333,0.25,0,0,0,0.41,0.1,0.126666667,0.063333333,0.515414489,0.287843377,0,0
SmaI_mm9_63718,chr6,125046334,153,1,NM_145979,Chd4,125046181,125080519,+,13845,NM_001163268,Lpar5,125021295,125032489,+,Y,N,N,N,374,CpG_Start,CpG: 88,chr6,125045960,125046836,72.2,0.77,0,0,0,0,0,0,0,0.61,0.59,0.43,0.11,0,0.78,0.42,0.42,0.007174736,2.144194099,0,1
SmaI_mm9_63720,chr6,125046563,382,1,NM_145979,Chd4,125046181,125080519,+,14074,NM_001163268,Lpar5,125021295,125032489,+,Y,N,N,N,-273,CpG_End,CpG: 88,chr6,125045960,125046836,72.2,0.77,0,0,0,0,NA,0,0,0.23,0.16,0.52,0.29,0.18,0,0.23,0.23,0.015908203,1.798378881,0,1
SmaI_mm9_63738,chr6,125228067,7993,0,NM_009446,Tuba3a,125236060,125228292,-,225,NM_009446,Tuba3a,125236060,125228292,-,N,N,N,N,-7825,CpG_Start,CpG: 20,chr6,125235892,125236132,71,0.68,92.14,96.84,94.32,94.41,94.99,94.09,94.465,90.61,90.72,95.74,92.26,90.51,93.83,92.27833333,-2.186666667,0.067790338,1.1688322,0,0
SmaI_mm9_63750,chr6,125299647,-94,1,NM_011609,Tnfrsf1a,125299741,125312501,+,4689,NM_011324,Scnn1a,125271358,125294958,+,N,N,N,N,-12095,CpG_Start,CpG: 27,chr6,125311742,125312008,65.5,0.94,0,0,0.28,0,0,0,0.046666667,1.14,1.33,1.49,1.15,1.51,1.01,1.271666667,1.225,1.56E-07,6.806138543,0,0
SmaI_mm9_63751,chr6,125299941,200,1,NM_011609,Tnfrsf1a,125299741,125312501,+,4983,NM_011324,Scnn1a,125271358,125294958,+,N,N,N,N,-11801,CpG_Start,CpG: 27,chr6,125311742,125312008,65.5,0.94,0,0,0.27,0,0,0,0.045,0.28,0,0.21,0.25,0.73,0.11,0.263333333,0.218333333,0.079266024,1.100912924,0,1
SmaI_mm9_63777,chr6,125540081,37100,0,NM_011708,Vwf,125502981,125636695,+,-96614,NM_011708,Vwf,125502981,125636695,+,N,N,N,N,95225,CpG_End,CpG: 60,chr6,125444157,125444856,65.9,0.79,95.67,93.65,95.64,93.66,96.43,95.49,95.09,98.89,96.81,98.36,95.45,95.19,95.64,96.72333333,1.633333333,0.068698189,1.16305471,0,1
SmaI_mm9_63778,chr6,125540370,37389,0,NM_011708,Vwf,125502981,125636695,+,-96325,NM_011708,Vwf,125502981,125636695,+,N,N,N,N,95514,CpG_End,CpG: 60,chr6,125444157,125444856,65.9,0.79,89.81,89.97,92.79,93.57,92.83,91.04,91.66833333,94.46,91.09,93.21,88.24,90.52,90.06,91.26333333,-0.405,0.726906527,0.138521432,0,1
SmaI_mm9_63784,chr6,125553214,50233,0,NM_011708,Vwf,125502981,125636695,+,-83481,NM_011708,Vwf,125502981,125636695,+,N,N,N,N,108358,CpG_End,CpG: 60,chr6,125444157,125444856,65.9,0.79,18.12,17.15,18.19,17.61,24.02,19.91,19.16666667,10.78,16.53,16.66,10.54,15.71,12.84,13.84333333,-5.323333333,0.006522191,2.185606487,0,1
SmaI_mm9_63785,chr6,125553558,50577,0,NM_011708,Vwf,125502981,125636695,+,-83137,NM_011708,Vwf,125502981,125636695,+,N,N,N,N,108702,CpG_End,CpG: 60,chr6,125444157,125444856,65.9,0.79,7.56,7.5,7.49,7.96,8.61,6.07,7.531666667,3.88,4.55,7.87,5.09,7.16,4.59,5.523333333,-2.008333333,0.021632528,1.664892716,0,1
SmaI_mm9_63857,chr6,126594881,938,0,NM_010595,Kcna1,126595819,126586481,-,-8400,NM_010595,Kcna1,126595819,126586481,-,Y,N,N,N,-262,CpG_End,CpG: 82,chr6,126594107,126595143,63.5,0.78,0,0,0,0,NA,0,0,0,1.17,0,0.55,0.25,1.1,0.511666667,0.511666667,0.058747426,1.231011157,0,1
SmaI_mm9_63858,chr6,126595099,720,0,NM_010595,Kcna1,126595819,126586481,-,-8618,NM_010595,Kcna1,126595819,126586481,-,Y,N,N,N,-44,CpG_End,CpG: 82,chr6,126594107,126595143,63.5,0.78,0.66,0.51,0,0.65,NA,0,0.364,0.58,0.65,0.93,1.08,1,1.08,0.886666667,0.522666667,0.012609001,1.899319316,0,1
SmaI_mm9_63879,chr6,126826802,23686,0,NM_009650,Akap3,126803116,126824326,+,-585,NM_207210,Dyrk4,126857529,126826217,-,N,N,N,N,-62393,CpG_Start,CpG: 50,chr6,126889195,126889718,66.8,0.86,54.54,64.23,62.84,68.81,68.92,60.05,63.23166667,90.01,50.94,83.36,68.54,61.44,66.41,70.11666667,6.885,0.298152245,0.525561916,0,0
SmaI_mm9_63880,chr6,126827141,24025,0,NM_009650,Akap3,126803116,126824326,+,-924,NM_207210,Dyrk4,126857529,126826217,-,N,N,N,N,-62054,CpG_Start,CpG: 50,chr6,126889195,126889718,66.8,0.86,67.77,61.04,75.38,69.46,74.33,70.56,69.75666667,88.02,77.72,82.14,78.67,77.25,80.36,80.69333333,10.93666667,0.002158096,2.665929302,0,0
SmaI_mm9_63904,chr6,127102025,-959,1,NM_009829,Ccnd2,127101066,127075727,-,-26298,NM_009829,Ccnd2,127101066,127075727,-,N,N,N,N,1208,CpG_End,CpG: 31,chr6,127100446,127100817,64.8,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SmaI_mm9_63905,chr6,127102451,-1385,0,NM_009829,Ccnd2,127101066,127075727,-,-26724,NM_009829,Ccnd2,127101066,127075727,-,N,N,N,N,1634,CpG_End,CpG: 31,chr6,127100446,127100817,64.8,0.79,0,0,0.16,0,0,0,0.026666667,0,0.09,0.16,0.13,0.1,0.17,0.108333333,0.081666667,0.050268863,1.298700939,1,0
SmaI_mm9_63906,chr6,127102719,-1653,0,NM_009829,Ccnd2,127101066,127075727,-,-26992,NM_009829,Ccnd2,127101066,127075727,-,N,N,N,N,1902,CpG_End,CpG: 31,chr6,127100446,127100817,64.8,0.79,0,0,0,0,0,0,0,0.76,0.71,0.87,0.26,0.59,0.66,0.641666667,0.641666667,2.06E-05,4.686474384,1,0
SmaI_mm9_63927,chr6,127258617,-145124,0,NM_181402,Parp11,127403741,127444257,+,-182890,NM_009829,Ccnd2,127101066,127075727,-,N,N,N,N,-144853,CpG_Start,CpG: 60,chr6,127403470,127404044,66.8,0.95,73.28,59.41,59.74,63.32,NA,55.96,62.342,84.34,70.08,89.77,59.99,62.2,75.26,73.60666667,11.26466667,0.093218915,1.030495954,0,0
SmaI_mm9_63928,chr6,127258845,-144896,0,NM_181402,Parp11,127403741,127444257,+,-183118,NM_009829,Ccnd2,127101066,127075727,-,N,N,N,N,-144625,CpG_Start,CpG: 60,chr6,127403470,127404044,66.8,0.95,93.2,90.75,89.64,86.82,NA,87.22,89.526,86.45,86.38,94.43,88.48,89.82,93.13,89.78166667,0.255666667,0.893645722,0.04883462,0,0
SmaI_mm9_64031,chr6,128250446,385,1,NM_001080979,Tead4,128250831,128177161,-,20733,NM_011657,Tulp3,128305869,128271179,-,Y,N,N,N,215,CpG_Start,CpG: 78,chr6,128250231,128250966,71.6,0.83,NA,0,0,0,NA,0.68,0.17,0.79,0,0,0,0.21,0,0.166666667,-0.003333333,0.987736098,0.005359074,0,1
SmaI_mm9_64043,chr6,128312713,127,1,NR_027360,5930416I19Rik,128312840,128307018,-,-5695,NR_027359,5930416I19Rik,128312915,128307018,-,Y,N,N,N,261,CpG_Start,CpG: 74,chr6,128312452,128313282,54.8,1.21,0,0,0,0.15,0,0,0.025,0,0.07,0,0.14,0,0,0.035,0.01,0.778426698,0.108782278,0,1
SmaI_mm9_64044,chr6,128313032,20,1,NM_008021,Foxm1,128313012,128325904,+,-6014,NR_027359,5930416I19Rik,128312915,128307018,-,Y,GC_rich,Low_complexity,Low_complexity,-250,CpG_End,CpG: 74,chr6,128312452,128313282,54.8,1.21,0,0,0,0,0,0,0,1.31,0.16,0.93,0.58,0.62,0.63,0.705,0.705,0.001174773,2.930045871,0,1
SmaI_mm9_64080,chr6,128567845,5107,0,NM_001159902,Klrb1a,128572952,128559245,-,-8600,NM_001159902,Klrb1a,128572952,128559245,-,N,N,N,N,-142389,CpG_Start,CpG: 30,chr6,128710234,128710568,57.6,1.11,96.6,96.97,97.96,97.61,99.63,98.75,97.92,97.85,96.8,98.41,96.58,98.47,97.11,97.53666667,-0.383333333,0.516083598,0.287279943,0,1
SmaI_mm9_64183,chr6,131337713,755,0,NM_139117,Csda,131338468,131314876,-,-22837,NM_011733,Csda,131338468,131314876,-,N,N,N,N,-516,CpG_Start,CpG: 50,chr6,131338229,131338634,59.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0.31,0.07,0.063333333,0.063333333,0.239533158,0.62063436,1,1
SmaI_mm9_64184,chr6,131338015,453,1,NM_139117,Csda,131338468,131314876,-,-23139,NM_011733,Csda,131338468,131314876,-,N,N,N,N,-214,CpG_Start,CpG: 50,chr6,131338229,131338634,59.4,1.4,0,0.2,0,0,0,0,0.033333333,0.34,0.07,0.12,0.06,0.28,0.12,0.165,0.131666667,0.046885029,1.328965809,1,1
SmaI_mm9_64290,chr6,133985879,154,1,NM_007961,Etv6,133985725,134220165,+,-186006,NM_010594,Kap,133803685,133799873,-,Y,N,N,N,-411,CpG_End,CpG: 117,chr6,133984958,133986290,60.6,0.96,0,0,0,0,0,0.23,0.038333333,1.73,0.53,1.1,0.83,0.99,0.47,0.941666667,0.903333333,0.000812542,3.090154135,0,1
SmaI_mm9_64291,chr6,133986212,487,1,NM_007961,Etv6,133985725,134220165,+,-186339,NM_010594,Kap,133803685,133799873,-,Y,N,N,N,-78,CpG_End,CpG: 117,chr6,133984958,133986290,60.6,0.96,0,0.18,0,0,0.22,0,0.066666667,0.81,1.09,1.29,1.02,1.68,0.56,1.075,1.008333333,0.000107581,3.968265877,0,1
SmaI_mm9_64324,chr6,134516615,316,1,NM_008514,Lrp6,134516931,134400435,-,42611,NM_026345,Mansc1,134582506,134559226,-,N,N,N,N,-204,CpG_Start,CpG: 87,chr6,134516819,134517448,68.3,1.2,0,0,0,0,0,0,0,0.21,0.26,1.03,0.27,0.18,0.09,0.34,0.34,0.036090249,1.442610119,1,1
SmaI_mm9_64325,chr6,134516892,39,1,NM_008514,Lrp6,134516931,134400435,-,42334,NM_026345,Mansc1,134582506,134559226,-,Y,N,N,N,73,CpG_Start,CpG: 87,chr6,134516819,134517448,68.3,1.2,0,0,0,0,0,0,0,1.34,0.39,0.5,0.49,0.56,0.28,0.593333333,0.593333333,0.003283654,2.483642563,0,1
SmaI_mm9_64326,chr6,134517082,-151,1,NM_008514,Lrp6,134516931,134400435,-,42144,NM_026345,Mansc1,134582506,134559226,-,Y,GC_rich,Low_complexity,Low_complexity,263,CpG_Start,CpG: 87,chr6,134516819,134517448,68.3,1.2,0.79,0,0,0,NA,NA,0.1975,1.59,0.67,0.49,0.22,0.46,0,0.571666667,0.374166667,0.278009829,0.55593985,0,0
SmaI_mm9_64342,chr6,134742429,217,1,NM_130447,Dusp16,134742646,134665491,-,-65472,NM_177687,Crebl2,134780217,134807901,+,Y,N,N,N,125,CpG_Start,CpG: 73,chr6,134742304,134743015,63.1,1.05,0.16,0.15,0,0,0,0,0.051666667,0.22,0.17,0,0.08,0,0,0.078333333,0.026666667,0.614536955,0.211451996,0,1
SmaI_mm9_64343,chr6,134742755,-109,1,NM_130447,Dusp16,134742646,134665491,-,-65146,NM_177687,Crebl2,134780217,134807901,+,Y,N,N,N,-260,CpG_End,CpG: 73,chr6,134742304,134743015,63.1,1.05,0.17,0.46,0.41,0.31,0,0.45,0.3,2.62,1.26,2.7,1.01,1.56,1.69,1.806666667,1.506666667,0.000474968,3.323335865,0,0
SmaI_mm9_64349,chr6,134780011,-206,1,NM_177687,Crebl2,134780217,134807901,+,-27890,NM_177687,Crebl2,134780217,134807901,+,Y,N,N,N,54,CpG_Start,CpG: 44,chr6,134779957,134780553,61.6,0.78,0.28,0,0,0,0,0,0.046666667,0,0.18,0,0.18,0,0.14,0.083333333,0.036666667,0.554882037,0.255799334,0,0
SmaI_mm9_64354,chr6,134870115,-304,1,NM_009875,Cdkn1b,134870419,134875543,+,-5428,NM_009875,Cdkn1b,134870419,134875543,+,Y,N,N,N,171,CpG_Start,CpG: 109,chr6,134869944,134871282,61.3,0.87,0.73,0,NA,0,NA,0,0.1825,0.83,0.45,0.35,0,0,0.27,0.316666667,0.134166667,0.549386848,0.260121742,0,0
SmaI_mm9_64362,chr6,134933940,1921,0,NM_001109914,Apold1,134932019,134936854,+,-2914,NM_001109914,Apold1,134932019,134936854,+,Y,N,N,N,-209,CpG_End,CpG: 53,chr6,134933555,134934149,67.7,0.78,0,0,0,0,0,0,0,0,0.16,0.16,0.14,0.21,0,0.111666667,0.111666667,0.012148951,1.915461221,0,1
SmaI_mm9_64363,chr6,134934264,2245,0,NM_001109914,Apold1,134932019,134936854,+,-2590,NM_001109914,Apold1,134932019,134936854,+,N,N,N,N,115,CpG_End,CpG: 53,chr6,134933555,134934149,67.7,0.78,2.38,2.54,0.87,1.92,1.55,1.99,1.875,1.38,2.07,1.03,2.54,2.02,1.02,1.676666667,-0.198333333,0.58879986,0.230032302,1,1
SmaI_mm9_64392,chr6,135186186,11716,0,NM_001080552,Gsg1,135197902,135187348,-,-71,NM_028982,8430419L09Rik,135148005,135186257,+,N,N,N,N,37788,CpG_End,CpG: 55,chr6,135147894,135148398,70.7,0.88,46.16,47.57,58.45,48.82,49.48,51.15,50.27166667,83.85,47.26,71.05,39.65,50.59,48.24,56.77333333,6.501666667,0.383473816,0.416264284,0,0
SmaI_mm9_64393,chr6,135186469,11433,0,NM_001080552,Gsg1,135197902,135187348,-,212,NM_028982,8430419L09Rik,135148005,135186257,+,N,N,N,N,38071,CpG_End,CpG: 55,chr6,135147894,135148398,70.7,0.88,98.71,97.82,97.26,98.05,98.31,97.87,98.00333333,99.04,96.86,98.22,97.52,97.78,96.7,97.68666667,-0.316666667,0.456282849,0.340765856,0,0
SmaI_mm9_64422,chr6,135653858,340909,0,NM_010128,Emp1,135312949,135333191,+,25965,NM_008171,Grin2b,136123529,135679823,-,N,N,N,N,-29133,CpG_Start,CpG: 18,chr6,135682991,135683250,56.9,0.86,20.76,22.32,28,30.62,23.77,21.43,24.48333333,34.02,21.94,31.39,21.72,23.66,19.4,25.355,0.871666667,0.770253402,0.113366375,0,0
SmaI_mm9_64462,chr6,136271026,-6531,0,NM_001142734,Gm8994,136277557,136280001,+,-8975,NM_001142734,Gm8994,136277557,136280001,+,N,N,N,N,-7522,CpG_Start,CpG: 24,chr6,136278548,136278760,62.9,1.15,93.7,92.65,96.66,96.11,95.86,98.46,95.57333333,99.27,95.1,98.98,95.51,96.16,95.9,96.82,1.246666667,0.297286922,0.526824195,0,0
SmaI_mm9_64463,chr6,136271264,-6293,0,NM_001142734,Gm8994,136277557,136280001,+,-8737,NM_001142734,Gm8994,136277557,136280001,+,N,N,N,N,-7284,CpG_Start,CpG: 24,chr6,136278548,136278760,62.9,1.15,94.07,92,96.71,97.18,94.83,95.44,95.03833333,99.13,94.81,98.58,94.09,94,95.59,96.03333333,0.995,0.42756773,0.36899508,0,0
SmaI_mm9_64540,chr6,137443908,84666,0,NM_001164402,Ptpro,137359242,137413152,+,-18142,NM_007945,Eps8,137597641,137425766,-,N,N,N,N,-153282,CpG_Start,CpG: 79,chr6,137597190,137597883,65.3,1.07,70.77,60.19,69.26,71.15,66.27,66.8,67.40666667,93.36,73.18,90.77,62.86,63.57,71.08,75.80333333,8.396666667,0.168766512,0.772713725,0,0
SmaI_mm9_64541,chr6,137444151,84909,0,NM_001164402,Ptpro,137359242,137413152,+,-18385,NM_007945,Eps8,137597641,137425766,-,N,N,N,N,-153039,CpG_Start,CpG: 79,chr6,137597190,137597883,65.3,1.07,89.2,89.98,86.28,90.95,92.61,90.31,89.88833333,94.29,94.33,94.71,91.24,89.8,93.03,92.9,3.011666667,0.028870307,1.539548594,0,0
SmaI_mm9_64547,chr6,137597312,329,1,NM_007945,Eps8,137597641,137425766,-,-103139,NM_011499,Strap,137683603,137700451,+,Y,N,N,N,122,CpG_Start,CpG: 79,chr6,137597190,137597883,65.3,1.07,0,0,0,0.32,0,0,0.053333333,0,0.16,0,0.32,0.45,0.26,0.198333333,0.145,0.141424094,0.849476595,0,1
SmaI_mm9_64559,chr6,137751894,48796,0,NM_172733,Dera,137703098,137786393,+,-34499,NM_172733,Dera,137703098,137786393,+,N,N,N,N,48662,CpG_End,CpG: 16,chr6,137703001,137703232,68.5,0.64,28.98,32.37,39.38,42.07,NA,27.47,34.054,39.7,26.21,29.84,33.02,35.13,32.62,32.75333333,-1.300666667,0.703982626,0.152438059,0,1
SmaI_mm9_64713,chr6,140572291,81,1,NM_001005605,Aebp2,140572210,140604002,+,28864,NM_144920,Plekha5,140372620,140543427,+,N,GC_rich,Low_complexity,Low_complexity,19,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,0.12,0.12,0.16,0.28,0.17,0,0.141666667,1.56,0.45,0.75,0.59,1.3,0.22,0.811666667,0.67,0.010668721,1.971887649,1,1
SmaI_mm9_64714,chr6,140572611,-208,1,NM_009637,Aebp2,140572819,140625939,+,29184,NM_144920,Plekha5,140372620,140543427,+,N,N,N,N,339,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,0,0.12,0,0,0.17,0,0.048333333,0.63,0.69,0.62,0.29,0.83,0.16,0.536666667,0.488333333,0.00118784,2.925241884,1,0
SmaI_mm9_64716,chr6,140572698,-121,1,NM_009637,Aebp2,140572819,140625939,+,29271,NM_144920,Plekha5,140372620,140543427,+,N,(CGG)n,Simple_repeat,Simple_repeat,426,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,0,0,0,0,0,0,0,1.88,0.8,0,0.6,1.44,0.16,0.813333333,0.813333333,0.021226364,1.673124396,1,0
SmaI_mm9_64717,chr6,140573131,312,1,NM_009637,Aebp2,140572819,140625939,+,29704,NM_144920,Plekha5,140372620,140543427,+,N,N,N,N,859,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,0.18,0,0.24,0.19,0,0,0.101666667,0.82,0.53,1.04,0.99,0.62,0.34,0.723333333,0.621666667,0.000441397,3.355171094,1,1
SmaI_mm9_64718,chr6,140573349,530,0,NM_009637,Aebp2,140572819,140625939,+,29922,NM_144920,Plekha5,140372620,140543427,+,N,GC_rich,Low_complexity,Low_complexity,1077,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,0,0,0,0,0,0,0,0.67,0.75,0.81,0.71,0.45,0.46,0.641666667,0.641666667,1.16E-06,5.936475292,1,1
SmaI_mm9_64743,chr6,140878898,306079,0,NM_009637,Aebp2,140572819,140625939,+,252959,NM_009637,Aebp2,140572819,140625939,+,N,N,N,N,306626,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,98.31,99.09,99.38,99.56,99.53,99.4,99.21166667,99.86,99.36,100,99.27,99.25,99.26,99.5,0.288333333,0.251878228,0.59880937,0,0
SmaI_mm9_64744,chr6,140879177,306358,0,NM_009637,Aebp2,140572819,140625939,+,253238,NM_009637,Aebp2,140572819,140625939,+,N,N,N,N,306905,CpG_End,CpG: 53,chr6,140571906,140572272,70.3,1.18,79.41,77.79,80.11,78.96,86.76,83.38,81.06833333,83.13,78.75,83.58,76.62,79.89,79.57,80.25666667,-0.811666667,0.652937157,0.185128616,0,0
SmaI_mm9_64836,chr6,142739344,13642,0,NM_001145390,Gm766,142752986,142734301,-,-5043,NM_001145390,Gm766,142752986,142734301,-,N,N,N,N,33664,CpG_End,CpG: 49,chr6,142705140,142705680,63.8,0.91,97.92,97.7,97.32,97.88,97.15,97.26,97.53833333,99.49,97.26,99.13,96.31,99.45,97.56,98.2,0.661666667,0.267405991,0.572828867,0,1
SmaI_mm9_64864,chr6,143114593,-1157,0,NM_029250,Etnk1,143115750,143157064,+,-42471,NM_029250,Etnk1,143115750,143157064,+,N,N,N,N,-767,CpG_Start,CpG: 129,chr6,143115360,143116477,69.5,0.97,11.63,15.76,15.55,21.1,10.46,16.04,15.09,6.62,9.84,3.76,12.7,13.48,8.12,9.086666667,-6.003333333,0.019288197,1.714708363,1,0
SmaI_mm9_64865,chr6,143114934,-816,1,NM_029250,Etnk1,143115750,143157064,+,-42130,NM_029250,Etnk1,143115750,143157064,+,N,B1F,SINE,Alu,-426,CpG_Start,CpG: 129,chr6,143115360,143116477,69.5,0.97,3.54,4.6,5.02,7.28,5.72,5.53,5.281666667,7.04,4.12,3.88,5.51,6.41,3.77,5.121666667,-0.16,0.839068592,0.076202535,1,0
SmaI_mm9_64866,chr6,143115908,158,1,NM_029250,Etnk1,143115750,143157064,+,-41156,NM_029250,Etnk1,143115750,143157064,+,Y,N,N,N,548,CpG_Start,CpG: 129,chr6,143115360,143116477,69.5,0.97,0,0.36,0,0,0,0,0.06,0.35,0.28,0.52,0.39,0.31,0,0.308333333,0.248333333,0.022989213,1.638475897,0,1
SmaI_mm9_64867,chr6,143116140,390,1,NM_029250,Etnk1,143115750,143157064,+,-40924,NM_029250,Etnk1,143115750,143157064,+,Y,N,N,N,-337,CpG_End,CpG: 129,chr6,143115360,143116477,69.5,0.97,0,0,0,0.5,0,0,0.083333333,0.18,0.1,0,0,0,0,0.046666667,-0.036666667,0.689065112,0.161739738,0,1
SmaI_mm9_64872,chr6,143181104,-13304,0,NR_027803,D6Ertd474e,143194408,143246399,+,24040,NM_029250,Etnk1,143115750,143157064,+,N,N,N,N,64627,CpG_End,CpG: 129,chr6,143115360,143116477,69.5,0.97,64.06,67.24,53.54,60.57,65.55,69.78,63.45666667,93.67,68.66,92.21,64.23,66.43,70.82,76.00333333,12.54666667,0.060102031,1.221110853,0,0
SmaI_mm9_64873,chr6,143181510,-12898,0,NR_027803,D6Ertd474e,143194408,143246399,+,24446,NM_029250,Etnk1,143115750,143157064,+,N,N,N,N,65033,CpG_End,CpG: 129,chr6,143115360,143116477,69.5,0.97,95.53,96.74,95.56,95.08,92.65,96.75,95.385,99.07,95.46,96.23,95.11,97.49,95.81,96.52833333,1.143333333,0.2158741,0.66579946,0,0
SmaI_mm9_649,chr1,16508802,581,0,NM_001111272,Stau2,16509383,16218891,-,50685,NM_025773,Ube2w,16609367,16559487,-,N,N,N,N,-1013,CpG_Start,CpG: 46,chr1,16509815,16510174,74.4,0.94,0,0,0,0,0,0,0,0.16,0.38,0.14,0.56,0.14,0.13,0.251666667,0.251666667,0.006231366,2.20541671,1,1
