ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgGF,AvgSPF,SPF.GF,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_71390,chr7,86964877,9264,0,NM_008589,Mesp2,86955613,86958317,+,1814,NM_008486,Anpep,86987238,86966691,-,N,N,N,N,8567,CpG_End,CpG: 60,chr7,86955897,86956310,72.5,1.13,86.72,92.27,86.42,84.16,88.28,83.38,86.41,84.54,86.52,83.41,87.34,83.45,86.87166667,85.27833333,-1.593333333,0.305685718,0.514724852,0,0
SmaI_mm9_71391,chr7,86965274,9661,0,NM_008589,Mesp2,86955613,86958317,+,1417,NM_008486,Anpep,86987238,86966691,-,N,N,N,N,8964,CpG_End,CpG: 60,chr7,86955897,86956310,72.5,1.13,57.39,65.44,62.08,68.46,66.47,63.87,60.28,59.84,67.51,55.33,71.13,49.22,63.95166667,60.55166667,-3.4,0.369095917,0.432860759,0,0
SmaI_mm9_71395,chr7,86986986,252,1,NM_008486,Anpep,86987238,86966691,-,-20295,NM_008486,Anpep,86987238,86966691,-,N,N,N,N,30676,CpG_End,CpG: 60,chr7,86955897,86956310,72.5,1.13,75.06,74.52,69.07,75.41,NA,68.84,80.21,74.72,80.88,74.29,82.48,79.6,72.58,78.69666667,6.116666667,0.014818586,1.829193235,0,1
SmaI_mm9_71396,chr7,86987197,41,1,NM_008486,Anpep,86987238,86966691,-,-20506,NM_008486,Anpep,86987238,86966691,-,N,N,N,N,30887,CpG_End,CpG: 60,chr7,86955897,86956310,72.5,1.13,16.75,23.11,31.87,29.73,NA,19.62,38.38,21.9,36.33,31.25,NA,22.82,24.216,30.136,5.92,0.220053624,0.657471475,0,1
SmaI_mm9_71397,chr7,87004307,-17069,0,NM_008486,Anpep,86987238,86966691,-,15904,NM_009682,Ap3s2,87065526,87020211,-,N,B1F1,SINE,Alu,47997,CpG_End,CpG: 60,chr7,86955897,86956310,72.5,1.13,73.65,76.05,80.48,76.74,80.1,69.3,68.8,64.13,72.16,67.82,73.93,65.65,76.05333333,68.74833333,-7.305,0.009785739,2.009406372,0,0
SmaI_mm9_71398,chr7,87004561,-17323,0,NM_008486,Anpep,86987238,86966691,-,15650,NM_009682,Ap3s2,87065526,87020211,-,N,MT2B,LTR,ERVL,48251,CpG_End,CpG: 60,chr7,86955897,86956310,72.5,1.13,95.88,95.38,95.04,96.64,96.88,96.43,94.7,96.79,94.77,94.36,92.2,93.51,96.04166667,94.38833333,-1.653333333,0.037389448,1.427250947,0,0
SmaI_mm9_71407,chr7,87145417,-24283,0,NM_001146000,Zfp710,87169700,87237637,+,-75172,NM_027420,2610034B18Rik,87080150,87070245,-,N,N,N,N,-24609,CpG_Start,CpG: 39,chr7,87170026,87170429,69.8,0.79,97.14,95.63,96.86,96.61,98.64,96.39,95.07,96.2,95.66,95.81,96.07,95.19,96.87833333,95.66666667,-1.211666667,0.022745359,1.643107204,0,0
SmaI_mm9_71408,chr7,87145719,-23981,0,NM_001146000,Zfp710,87169700,87237637,+,-75474,NM_027420,2610034B18Rik,87080150,87070245,-,N,MLT1K,LTR,MaLR,-24307,CpG_Start,CpG: 39,chr7,87170026,87170429,69.8,0.79,93.68,93.7,95.28,95.48,96.6,94.64,94.6,94.66,93.48,94.08,95.07,91.98,94.89666667,93.97833333,-0.918333333,0.187854543,0.726178298,0,0
SmaI_mm9_71416,chr7,87171970,856,0,NM_175433,Zfp710,87171114,87237637,+,-65667,NM_175433,Zfp710,87171114,87237637,+,Y,N,N,N,99,CpG_Start,CpG: 73,chr7,87171871,87172457,73.9,0.92,0,0,0.53,0,0,0,0,0,0,0,0,0,0.088333333,0,-0.088333333,0.340893132,0.467381748,0,1
SmaI_mm9_71433,chr7,87259991,245,1,NM_173011,Idh2,87260236,87239736,-,-20255,NM_173011,Idh2,87260236,87239736,-,Y,N,N,N,131,CpG_Start,CpG: 72,chr7,87259860,87260549,71,0.83,0,0,0,0,0,0,0,0,0.18,0,0,0.31,0,0.081666667,0.081666667,0.16355471,0.786336945,0,1
SmaI_mm9_71434,chr7,87260290,-54,1,NM_173011,Idh2,87260236,87239736,-,-20554,NM_173011,Idh2,87260236,87239736,-,Y,N,N,N,-259,CpG_End,CpG: 72,chr7,87259860,87260549,71,0.83,0,0,0,0,0,0.42,0.18,0.15,0,0,0.28,0,0.07,0.101666667,0.031666667,0.718204351,0.143751968,0,0
SmaI_mm9_71448,chr7,87377667,-112,1,NM_178752,D330012F22Rik,87377779,87386306,+,-5621,NM_011870,Cib1,87377502,87372046,-,Y,N,N,N,-141,CpG_End,CpG: 65,chr7,87377298,87377808,74.6,0.93,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0.051666667,0.051666667,0.340893132,0.467381748,0,0
SmaI_mm9_71464,chr7,87479535,5570,0,NM_133952,Unc45a,87485105,87470180,-,-9355,NM_133952,Unc45a,87485105,87470180,-,N,N,N,N,-5283,CpG_Start,CpG: 43,chr7,87484818,87485334,63.1,0.86,77.39,79.41,84.21,76.37,77,78.3,85.61,81.02,84.3,70.22,81.51,77.56,78.78,80.03666667,1.256666667,0.633493865,0.198257587,0,1
SmaI_mm9_71465,chr7,87479907,5198,0,NM_133952,Unc45a,87485105,87470180,-,-9727,NM_133952,Unc45a,87485105,87470180,-,N,N,N,N,-4911,CpG_Start,CpG: 43,chr7,87484818,87485334,63.1,0.86,27.4,39.41,38.73,41.53,29.51,35.9,54.96,38.59,46.39,34.7,51.37,41.49,35.41333333,44.58333333,9.17,0.041903018,1.377754697,0,1
SmaI_mm9_71484,chr7,87547044,604,0,NM_011046,Furin,87547648,87534080,-,-12964,NM_011046,Furin,87547648,87534080,-,Y,N,N,N,252,CpG_Start,CpG: 73,chr7,87546792,87547488,63.7,1.03,0,0,0,0,0.25,0,0,0,0,0,0,0,0.041666667,0,-0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_71485,chr7,87547316,332,1,NM_011046,Furin,87547648,87534080,-,-13236,NM_011046,Furin,87547648,87534080,-,Y,GC_rich,Low_complexity,Low_complexity,-172,CpG_End,CpG: 73,chr7,87546792,87547488,63.7,1.03,0,0.17,0,0.2,0,0,0.16,0,0.15,0,0.24,0,0.061666667,0.091666667,0.03,0.617002661,0.209712963,0,1
SmaI_mm9_71489,chr7,87547800,-152,1,NM_011046,Furin,87547648,87534080,-,-13720,NM_011046,Furin,87547648,87534080,-,N,(CCGGG)n,Simple_repeat,Simple_repeat,-53,CpG_Start,CpG: 26,chr7,87547853,87548053,75.6,0.91,NA,0,0,0,NA,0,0,0.67,0,0,NA,0,0,0.134,0.134,0.407083822,0.390316157,1,0
SmaI_mm9_71490,chr7,87547985,-337,1,NM_011046,Furin,87547648,87534080,-,-13905,NM_011046,Furin,87547648,87534080,-,Y,N,N,N,-68,CpG_End,CpG: 26,chr7,87547853,87548053,75.6,0.91,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_71496,chr7,87601257,-50940,0,NM_001081454,Furin,87550317,87534080,-,-1378,NM_001042527,Blm,87680005,87599879,-,N,N,N,N,-51403,CpG_Start,CpG: 25,chr7,87652660,87652914,67.8,0.86,46.9,52.19,55.6,57.39,61.58,58.16,46.83,49.24,61.86,55,59.28,47.24,55.30333333,53.24166667,-2.061666667,0.553525831,0.256862107,0,0
SmaI_mm9_71497,chr7,87601632,-51315,0,NM_001081454,Furin,87550317,87534080,-,-1753,NM_001042527,Blm,87680005,87599879,-,N,N,N,N,-51028,CpG_Start,CpG: 25,chr7,87652660,87652914,67.8,0.86,66.49,69.73,68.87,72.62,75.69,69.01,51.13,61.93,65.89,58.77,67.88,56.64,70.40166667,60.37333333,-10.02833333,0.005577256,2.253579421,0,0
SmaI_mm9_71526,chr7,87990876,-16118,0,NM_009553,Zscan2,88006994,88021399,+,-30523,NM_009553,Zscan2,88006994,88021399,+,N,N,N,N,-15072,CpG_Start,CpG: 29,chr7,88005948,88006207,69.6,0.93,78.3,78.68,79.01,78.29,74.81,82.3,75.65,69.89,70.39,77.94,78.16,76.6,78.565,74.77166667,-3.793333333,0.061164129,1.213503204,0,0
SmaI_mm9_71527,chr7,87991163,-15831,0,NM_009553,Zscan2,88006994,88021399,+,-30236,NM_009553,Zscan2,88006994,88021399,+,N,N,N,N,-14785,CpG_Start,CpG: 29,chr7,88005948,88006207,69.6,0.93,25.4,28.31,28.35,24.69,26.01,24.56,44.33,26.83,39.18,23.64,33.62,29.42,26.22,32.83666667,6.616666667,0.07028007,1.153167815,0,0
SmaI_mm9_71535,chr7,88138214,-356,1,NM_178707,Zfp592,88138570,88190048,+,-51834,NM_178707,Zfp592,88138570,88190048,+,Y,N,N,N,306,CpG_Start,CpG: 101,chr7,88137908,88139073,55.8,1.12,0.3,0,0,0,0,0,0,0,0,0,0,NA,0.05,0,-0.05,0.389283142,0.409734403,0,0
SmaI_mm9_71536,chr7,88138613,43,1,NM_178707,Zfp592,88138570,88190048,+,-51435,NM_178707,Zfp592,88138570,88190048,+,Y,N,N,N,-460,CpG_End,CpG: 101,chr7,88137908,88139073,55.8,1.12,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.03,0.03,0.340893132,0.467381748,0,1
SmaI_mm9_71537,chr7,88138897,327,1,NM_178707,Zfp592,88138570,88190048,+,-51151,NM_178707,Zfp592,88138570,88190048,+,Y,GC_rich,Low_complexity,Low_complexity,-176,CpG_End,CpG: 101,chr7,88137908,88139073,55.8,1.12,0,0,0,0,0,0,0,0,0,0,0.29,0.19,0,0.08,0.08,0.156511818,0.805452864,0,1
SmaI_mm9_71538,chr7,88139115,545,0,NM_178707,Zfp592,88138570,88190048,+,-50933,NM_178707,Zfp592,88138570,88190048,+,N,N,N,N,42,CpG_End,CpG: 101,chr7,88137908,88139073,55.8,1.12,0,0,0,0,NA,1.1,0,0,0,0.57,0,0,0.22,0.095,-0.125,0.591486773,0.228054963,1,1
SmaI_mm9_71560,chr7,88282924,23239,0,NM_001004184,Slc28a1,88259685,88315301,+,-32377,NM_001004184,Slc28a1,88259685,88315301,+,N,N,N,N,-75046,CpG_Start,CpG: 181,chr7,88357970,88359217,69.8,1.19,97.7,96.99,97.07,98.01,98.35,95.35,97.48,97.06,95.73,96.54,99.22,95.05,97.245,96.84666667,-0.398333333,0.601281228,0.220922355,0,1
SmaI_mm9_71561,chr7,88283175,23490,0,NM_001004184,Slc28a1,88259685,88315301,+,-32126,NM_001004184,Slc28a1,88259685,88315301,+,N,N,N,N,-74795,CpG_Start,CpG: 181,chr7,88357970,88359217,69.8,1.19,91.22,94.13,94.28,94.88,93.38,96.55,94.86,96.52,91.8,94.22,96.07,93.1,94.07333333,94.42833333,0.355,0.735887482,0.133188585,0,1
SmaI_mm9_71570,chr7,88358933,243,1,NM_008803,Pde8a,88358690,88478508,+,43632,NM_001004184,Slc28a1,88259685,88315301,+,Y,N,N,N,-284,CpG_End,CpG: 181,chr7,88357970,88359217,69.8,1.19,0,0.52,0.21,0.4,0,0.18,0.67,0,0.56,0,0.25,0.15,0.218333333,0.271666667,0.053333333,0.719577307,0.142922541,0,1
SmaI_mm9_71571,chr7,88359201,511,0,NM_008803,Pde8a,88358690,88478508,+,43900,NM_001004184,Slc28a1,88259685,88315301,+,Y,N,N,N,-16,CpG_End,CpG: 181,chr7,88357970,88359217,69.8,1.19,1.13,1.38,1.66,3.03,2.65,2.03,3.59,1.25,5.26,2.39,3.22,1.31,1.98,2.836666667,0.856666667,0.244124628,0.612388405,0,1
SmaI_mm9_71587,chr7,88598867,695,0,NM_007755,Cpeb1,88599562,88492329,-,6418,NM_021492,Ap3b2,88638811,88605285,-,Y,N,N,N,394,CpG_Start,CpG: 183,chr7,88598473,88600400,63.8,0.93,2.63,6.57,5.74,3.47,4.42,6.69,7.21,6.5,4.48,3.29,4.6,4.87,4.92,5.158333333,0.238333333,0.797258871,0.09840064,0,1
SmaI_mm9_71588,chr7,88599388,174,1,NM_007755,Cpeb1,88599562,88492329,-,5897,NM_021492,Ap3b2,88638811,88605285,-,Y,N,N,N,915,CpG_Start,CpG: 183,chr7,88598473,88600400,63.8,0.93,0,0,0.87,0,0,0,0,0,0,0,0.86,0,0.145,0.143333333,-0.001666667,0.993638539,0.002771572,0,1
SmaI_mm9_71623,chr7,88907522,-317,1,NM_025997,Fam103a1,88907839,88914376,+,-6854,NM_025997,Fam103a1,88907839,88914376,+,Y,N,N,N,175,CpG_Start,CpG: 97,chr7,88907347,88908417,64.9,0.87,0,0,0.8,0,0,0,0,0,0,0.61,0,0,0.133333333,0.101666667,-0.031666667,0.853979793,0.068552406,0,0
SmaI_mm9_71624,chr7,88907978,139,1,NM_025997,Fam103a1,88907839,88914376,+,-6398,NM_025997,Fam103a1,88907839,88914376,+,Y,N,N,N,-439,CpG_End,CpG: 97,chr7,88907347,88908417,64.9,0.87,0.45,0,0,0.6,0,0.57,0,0,0,0.61,0,0,0.27,0.101666667,-0.168333333,0.315139175,0.501497606,0,1
SmaI_mm9_71632,chr7,89078827,518,0,NM_013886,Hdgfrp3,89079345,89026142,-,32721,NM_007562,Bnc1,89137185,89111548,-,Y,N,N,N,413,CpG_Start,CpG: 167,chr7,89078414,89079640,71.6,1.07,0.79,0.94,0.86,2.04,0.72,1.46,0.91,0.93,2.71,1.56,1.65,0.85,1.135,1.435,0.3,0.424223165,0.37240562,0,1
SmaI_mm9_71672,chr7,89483520,163792,0,NM_017400,Sh3gl3,89319728,89455925,+,27595,NM_017400,Sh3gl3,89319728,89455925,+,N,N,N,N,-306,CpG_Start,CpG: 125,chr7,89483826,89484986,68.6,0.92,53.21,61.43,65.78,61.45,NA,53.94,65.51,61.02,53.95,46.84,54.88,54.22,59.162,56.07,-3.092,0.417512802,0.379330203,1,0
SmaI_mm9_71673,chr7,89483761,164033,0,NM_017400,Sh3gl3,89319728,89455925,+,27836,NM_017400,Sh3gl3,89319728,89455925,+,N,N,N,N,-65,CpG_Start,CpG: 125,chr7,89483826,89484986,68.6,0.92,9.22,11.14,6.55,12.92,NA,10.88,22.24,6.98,10.57,9.61,11.04,8.1,10.142,11.42333333,1.281333333,0.642727345,0.191973223,1,0
SmaI_mm9_71704,chr7,90016914,1071,0,NM_175366,Mex3b,90015843,90020086,+,-3172,NM_175366,Mex3b,90015843,90020086,+,Y,N,N,N,-1823,CpG_End,CpG: 306,chr7,90014442,90018737,57.9,0.85,0.24,0,0,0.49,0,0,0.19,0.17,0.37,0,0,0,0.121666667,0.121666667,0,1,0,0,1
SmaI_mm9_71705,chr7,90017184,1341,0,NM_175366,Mex3b,90015843,90020086,+,-2902,NM_175366,Mex3b,90015843,90020086,+,Y,N,N,N,-1553,CpG_End,CpG: 306,chr7,90014442,90018737,57.9,0.85,0.49,0.18,0,0.49,0,0.19,0,0,0.19,0.22,1.19,0.54,0.225,0.356666667,0.131666667,0.537210567,0.269855453,0,1
SmaI_mm9_71735,chr7,90716036,-17405,0,NM_177695,Tmc3,90733441,90772219,+,-56183,NM_177695,Tmc3,90733441,90772219,+,N,MLT1A1,LTR,MaLR,-64330,CpG_Start,CpG: 23,chr7,90780366,90780650,63.9,0.82,96.35,95.62,97.48,97.57,98.34,94.63,98.02,97.15,95.69,95.38,96.93,94.72,96.665,96.315,-0.35,0.655768224,0.183249631,0,0
SmaI_mm9_71751,chr7,91032280,571,0,NM_030705,Mesdc1,91032851,91029005,-,-3275,NM_030705,Mesdc1,91032851,91029005,-,Y,GC_rich,Low_complexity,Low_complexity,-823,CpG_End,CpG: 236,chr7,91030735,91033103,67.7,0.87,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.026666667,0.026666667,0.340893132,0.467381748,0,1
SmaI_mm9_71752,chr7,91032615,236,1,NM_030705,Mesdc1,91032851,91029005,-,-3610,NM_030705,Mesdc1,91032851,91029005,-,Y,N,N,N,-488,CpG_End,CpG: 236,chr7,91030735,91033103,67.7,0.87,0,0,0,0.1,0.14,0,0,0,0,0,0.14,0,0.04,0.023333333,-0.016666667,0.642300073,0.192262029,0,1
SmaI_mm9_71753,chr7,91032922,-71,1,NM_030705,Mesdc1,91032851,91029005,-,-3917,NM_030705,Mesdc1,91032851,91029005,-,Y,N,N,N,-181,CpG_End,CpG: 236,chr7,91030735,91033103,67.7,0.87,0,0.16,0.11,0,0.12,0.09,0,0.07,0.08,0,0.23,0.07,0.08,0.075,-0.005,0.911063584,0.040451312,0,0
SmaI_mm9_71754,chr7,91033211,-360,1,NM_030705,Mesdc1,91032851,91029005,-,-4206,NM_030705,Mesdc1,91032851,91029005,-,N,N,N,N,108,CpG_End,CpG: 236,chr7,91030735,91033103,67.7,0.87,0,0,0.18,0.17,0.19,0.14,0,0,0,0,0,0,0.113333333,0,-0.113333333,0.011129622,1.953519586,1,0
SmaI_mm9_71783,chr7,91558319,150,1,NM_007488,Arnt2,91558469,91394789,-,-163530,NM_007488,Arnt2,91558469,91394789,-,Y,N,N,N,264,CpG_Start,CpG: 83,chr7,91558055,91558847,66.3,0.95,0,0,0,0.2,0,0.2,0.92,0.36,0.44,0,0,0.56,0.066666667,0.38,0.313333333,0.062447638,1.204483984,0,1
SmaI_mm9_71784,chr7,91558613,-144,1,NM_007488,Arnt2,91558469,91394789,-,-163824,NM_007488,Arnt2,91558469,91394789,-,Y,N,N,N,-234,CpG_End,CpG: 83,chr7,91558055,91558847,66.3,0.95,0.2,0.17,0,0,0,0,0.34,0,0.4,0.3,1.02,0,0.061666667,0.343333333,0.281666667,0.104132011,0.982415744,0,0
SmaI_mm9_71785,chr7,91558671,-202,1,NM_007488,Arnt2,91558469,91394789,-,-163882,NM_007488,Arnt2,91558469,91394789,-,Y,N,N,N,-176,CpG_End,CpG: 83,chr7,91558055,91558847,66.3,0.95,0,0,0.22,0.33,0.22,0,0.15,0.41,0.49,0.18,0.53,0.14,0.128333333,0.316666667,0.188333333,0.074673752,1.126832027,0,0
SmaI_mm9_71786,chr7,91558951,-482,1,NM_007488,Arnt2,91558469,91394789,-,-164162,NM_007488,Arnt2,91558469,91394789,-,N,N,N,N,104,CpG_End,CpG: 83,chr7,91558055,91558847,66.3,0.95,4.27,3.83,2.65,4.04,2.99,2.42,4.15,2.25,8.12,1.82,3.5,2.22,3.366666667,3.676666667,0.31,0.765324313,0.11615449,1,0
SmaI_mm9_71812,chr7,91838132,-10271,0,NM_022985,Zfand6,91827861,91763564,-,-74568,NM_022985,Zfand6,91827861,91763564,-,Y,N,N,N,93,CpG_Start,CpG: 61,chr7,91838039,91838484,72,1.09,0,0,0,0.44,0,0,0,0,0,0,0,0,0.073333333,0,-0.073333333,0.340893132,0.467381748,0,0
SmaI_mm9_71813,chr7,91838506,-10645,0,NM_022985,Zfand6,91827861,91763564,-,-74942,NM_022985,Zfand6,91827861,91763564,-,N,GC_rich,Low_complexity,Low_complexity,22,CpG_End,CpG: 61,chr7,91838039,91838484,72,1.09,0,0.23,0,0,0,0,0,0,0,0,0,0,0.038333333,0,-0.038333333,0.340893132,0.467381748,1,0
SmaI_mm9_7188,chr1,132993849,271,1,NM_008551,Mapkapk2,132994120,132950281,-,31169,NM_145508,Dyrk3,133034811,133025018,-,Y,N,N,N,462,CpG_Start,CpG: 110,chr1,132993387,132994424,65.7,0.98,0.16,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,-0.026666667,0.340893132,0.467381748,0,1
SmaI_mm9_7189,chr1,132994166,-46,1,NM_008551,Mapkapk2,132994120,132950281,-,30852,NM_145508,Dyrk3,133034811,133025018,-,Y,GC_rich,Low_complexity,Low_complexity,-258,CpG_End,CpG: 110,chr1,132993387,132994424,65.7,0.98,0,0,0,0,0,0.13,0.12,0,0,0,0,0,0.021666667,0.02,-0.001666667,0.956038336,0.019524693,0,0
SmaI_mm9_7190,chr1,132994392,-272,1,NM_008551,Mapkapk2,132994120,132950281,-,30626,NM_145508,Dyrk3,133034811,133025018,-,Y,N,N,N,-32,CpG_End,CpG: 110,chr1,132993387,132994424,65.7,0.98,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.048333333,0.048333333,0.340893132,0.467381748,0,0
SmaI_mm9_71965,chr7,95578764,-19,1,NM_028238,Rab38,95578783,95640082,+,-61318,NM_028238,Rab38,95578783,95640082,+,N,N,N,N,151979,CpG_End,CpG: 21,chr7,95426514,95426785,65.1,0.76,0.55,0,0.71,0,0,0.67,2.47,0,0,1.92,0,0,0.321666667,0.731666667,0.41,0.422503533,0.374169655,0,0
SmaI_mm9_71966,chr7,95579223,440,1,NM_028238,Rab38,95578783,95640082,+,-60859,NM_028238,Rab38,95578783,95640082,+,N,N,N,N,152438,CpG_End,CpG: 21,chr7,95426514,95426785,65.1,0.76,0.58,0,0,0,0,0.76,NA,0,0.69,0.69,0,0,0.223333333,0.276,0.052666667,0.816015314,0.088301691,0,1
SmaI_mm9_72014,chr7,96666472,-376,1,NM_029614,Prss23,96666096,96656295,-,-10177,NM_029614,Prss23,96666096,96656295,-,N,N,N,N,140,CpG_End,CpG: 46,chr7,96665822,96666332,60.3,1.04,0,0,NA,0,0,0,0,0,0,0,0,0.53,0,0.088333333,0.088333333,0.389283142,0.409734403,1,0
SmaI_mm9_72065,chr7,97534845,-646,1,NM_001040088,Sytl2,97535491,97558949,+,-24104,NM_001040085,Sytl2,97497209,97558949,+,N,N,N,N,-56356,CpG_Start,CpG: 143,chr7,97591201,97592586,60.8,1.12,81.31,82.04,84.8,87.43,85.28,85.52,80.77,78.06,86.45,84.46,81.03,80.88,84.39666667,81.94166667,-2.455,0.143000078,0.844663726,0,0
SmaI_mm9_72066,chr7,97535043,-448,1,NM_001040088,Sytl2,97535491,97558949,+,-23906,NM_001040085,Sytl2,97497209,97558949,+,N,N,N,N,-56158,CpG_Start,CpG: 143,chr7,97591201,97592586,60.8,1.12,84.39,73.71,79.09,81.88,81.82,81.27,75.77,73.59,82.91,82.65,78.28,78.86,80.36,78.67666667,-1.683333333,0.446816408,0.349870887,0,0
SmaI_mm9_72078,chr7,97591622,331,1,NM_145151,Crebzf,97591291,97596229,+,-4607,NM_145151,Crebzf,97591291,97596229,+,Y,GC_rich,Low_complexity,Low_complexity,421,CpG_Start,CpG: 143,chr7,97591201,97592586,60.8,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_72079,chr7,97591909,618,0,NM_145151,Crebzf,97591291,97596229,+,-4320,NM_145151,Crebzf,97591291,97596229,+,Y,N,N,N,-677,CpG_End,CpG: 143,chr7,97591201,97592586,60.8,1.12,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0.046666667,0.046666667,0.144927605,0.838848885,0,1
SmaI_mm9_72080,chr7,97591924,633,0,NM_145151,Crebzf,97591291,97596229,+,-4305,NM_145151,Crebzf,97591291,97596229,+,Y,N,N,N,-662,CpG_End,CpG: 143,chr7,97591201,97592586,60.8,1.12,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_72081,chr7,97592112,821,0,NM_145151,Crebzf,97591291,97596229,+,-4117,NM_145151,Crebzf,97591291,97596229,+,Y,(CGG)n,Simple_repeat,Simple_repeat,-474,CpG_End,CpG: 143,chr7,97591201,97592586,60.8,1.12,0,0,0,0.66,NA,0,0,0,0,0,0,0,0.132,0,-0.132,0.296665037,0.527733634,0,1
SmaI_mm9_72107,chr7,98535827,296531,0,NM_011807,Dlg2,98239296,99597599,+,-918488,NM_026734,Tmem126b,97624505,97617339,-,N,B3A,SINE,B2,910909,CpG_End,CpG: 38,chr7,97624450,97624918,66.1,0.74,94.89,98.51,98.49,97.84,100,96.59,94.81,98.12,96.16,97.76,95.32,97.1,97.72,96.545,-1.175,0.223912768,0.649921141,0,1
SmaI_mm9_72113,chr7,98819501,580205,0,NM_011807,Dlg2,98239296,99597599,+,-778098,NM_011807,Dlg2,98239296,99597599,+,N,N,N,N,-890081,CpG_Start,CpG: 18,chr7,99709582,99709807,58.8,0.92,90.84,92.85,93.38,95.95,96.4,93.66,92.33,92.88,95.19,96.13,94.72,89,93.84666667,93.375,-0.471666667,0.733406746,0.1346551,0,1
SmaI_mm9_72114,chr7,98819861,580565,0,NM_011807,Dlg2,98239296,99597599,+,-777738,NM_011807,Dlg2,98239296,99597599,+,N,N,N,N,-889721,CpG_Start,CpG: 18,chr7,99709582,99709807,58.8,0.92,88.18,86.47,84.26,87.35,87.03,85.74,84.39,85.18,87.58,82.03,85.25,80.86,86.505,84.215,-2.29,0.071764403,1.144090924,0,1
SmaI_mm9_72151,chr7,99844448,-26026,0,NM_029078,Pcf11,99818422,99792224,-,44768,NR_015510,4632427E13Rik,99889969,99889216,-,N,N,N,N,25779,CpG_End,CpG: 72,chr7,99818056,99818669,68.2,1.01,89.29,87.7,88.48,85.8,90.88,91.17,86.2,83.16,89.22,83.8,85.7,83.85,88.88666667,85.32166667,-3.565,0.016164873,1.791427703,0,0
SmaI_mm9_72153,chr7,99844837,-26415,0,NM_029078,Pcf11,99818422,99792224,-,44379,NR_015510,4632427E13Rik,99889969,99889216,-,N,N,N,N,26168,CpG_End,CpG: 72,chr7,99818056,99818669,68.2,1.01,84.9,84.66,83.79,80.16,88.84,86.55,80.9,82.81,90,85.24,91.1,88.59,84.81666667,86.44,1.623333333,0.447175106,0.349522381,0,0
SmaI_mm9_72258,chr7,102565700,-793447,0,NM_011858,Odz4,103359147,104057064,+,-832341,NR_030489,Mir708,103397934,103398041,+,N,N,N,N,-792600,CpG_Start,CpG: 124,chr7,103358300,103359601,67.1,0.85,92.13,88.74,85.77,90.55,88.97,89.84,89.57,88.73,87.42,81.52,93.18,88.39,89.33333333,88.135,-1.198333333,0.515819819,0.287501975,0,0
SmaI_mm9_72297,chr7,103359170,23,1,NM_011858,Odz4,103359147,104057064,+,-38871,NR_030489,Mir708,103397934,103398041,+,Y,N,N,N,-431,CpG_End,CpG: 124,chr7,103358300,103359601,67.1,0.85,1.89,0.74,1.95,1.39,0.7,0.72,0.39,2.5,2.89,1.84,1.35,2.16,1.231666667,1.855,0.623333333,0.184687455,0.733562603,0,1
SmaI_mm9_72298,chr7,103359483,336,1,NM_011858,Odz4,103359147,104057064,+,-38558,NR_030489,Mir708,103397934,103398041,+,Y,N,N,N,-118,CpG_End,CpG: 124,chr7,103358300,103359601,67.1,0.85,1.03,0.17,1.11,0.26,0.22,0.69,0.76,0.98,1.67,2,1.04,1.76,0.58,1.368333333,0.788333333,0.014970551,1.824762215,0,1
SmaI_mm9_72334,chr7,103791987,-308050,0,NM_153591,Nars2,104100037,104213267,+,-265077,NM_011858,Odz4,103359147,104057064,+,N,N,N,N,-307929,CpG_Start,CpG: 59,chr7,104099916,104100448,67.4,0.98,28.97,25.28,29.03,38.34,26.36,32.08,32.42,21.51,34.74,32,33.2,25.44,30.01,29.885,-0.125,0.966094182,0.014980533,0,0
SmaI_mm9_72335,chr7,103792208,-307829,0,NM_153591,Nars2,104100037,104213267,+,-264856,NM_011858,Odz4,103359147,104057064,+,N,N,N,N,-307708,CpG_Start,CpG: 59,chr7,104099916,104100448,67.4,0.98,2.91,2,1.36,3.61,0,2.35,1.61,2.55,2.28,2.77,4.65,1.99,2.038333333,2.641666667,0.603333333,0.391629954,0.407124098,0,0
