ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_68282,chr7,35904541,229,1,NM_007678,Cebpa,35904312,35906951,+,-2410,NM_007678,Cebpa,35904312,35906951,+,Y,GC_rich,Low_complexity,Low_complexity,-1218,CpG_End,CpG: 257,chr7,35902919,35905759,64.3,0.88,0.48,0,0,0,0,0,0.08,0,0.21,0,0.5,0.48,0.21,0.233333333,0.153333333,0.231159524,0.636088208,0,1
SmaI_mm9_68283,chr7,35904758,446,1,NM_007678,Cebpa,35904312,35906951,+,-2193,NM_007678,Cebpa,35904312,35906951,+,Y,N,N,N,-1001,CpG_End,CpG: 257,chr7,35902919,35905759,64.3,0.88,0,0,0.24,0,0.64,0.23,0.185,0,0.93,0.45,0.58,0.36,0,0.386666667,0.201666667,0.283798782,0.546989473,0,1
SmaI_mm9_68284,chr7,35905173,861,0,NM_007678,Cebpa,35904312,35906951,+,-1778,NM_007678,Cebpa,35904312,35906951,+,Y,N,N,N,-586,CpG_End,CpG: 257,chr7,35902919,35905759,64.3,0.88,0.16,0,0.68,0.3,0,0.35,0.248333333,1.12,1.37,0,0.37,1.11,0.65,0.77,0.521666667,0.052967587,1.275989811,0,1
SmaI_mm9_68285,chr7,35905605,1293,0,NM_007678,Cebpa,35904312,35906951,+,-1346,NM_007678,Cebpa,35904312,35906951,+,Y,N,N,N,-154,CpG_End,CpG: 257,chr7,35902919,35905759,64.3,0.88,0.69,0.33,0.33,0.64,0.25,0,0.373333333,0.68,1.45,1.4,0.6,1.82,1.64,1.265,0.891666667,0.003250615,2.488034503,0,1
SmaI_mm9_68289,chr7,35915560,11248,0,NM_007678,Cebpa,35904312,35906951,+,8609,NM_007678,Cebpa,35904312,35906951,+,N,N,N,N,9801,CpG_End,CpG: 257,chr7,35902919,35905759,64.3,0.88,27.43,12.05,33.42,22.66,25.89,19.33,23.46333333,34.21,31.64,26,25.31,37.28,40.35,32.465,9.00166667,0.042620685,1.370379573,0,0
SmaI_mm9_68290,chr7,35915907,11595,0,NM_007678,Cebpa,35904312,35906951,+,8956,NM_007678,Cebpa,35904312,35906951,+,N,N,N,N,10148,CpG_End,CpG: 257,chr7,35902919,35905759,64.3,0.88,83.38,75.71,86.22,80.43,84.38,80.26,81.73,79.86,74.36,76.28,79.81,80.15,81.09,78.59166667,-3.13833333,0.12438912,0.905217603,0,0
SmaI_mm9_68311,chr7,36045279,-44915,0,NM_001024707,Lrp3,36000364,35985953,-,16284,NM_026181,Gpatch1,36103459,36061563,-,N,N,N,N,44703,CpG_End,CpG: 58,chr7,36000117,36000576,63.3,1.26,62.99,50.46,59.04,55.86,56.01,50.07,55.73833333,55.35,62.49,55.92,48.25,57.05,56.61,55.945,0.20666667,0.941673733,0.026099543,0,0
SmaI_mm9_68312,chr7,36045520,-45156,0,NM_001024707,Lrp3,36000364,35985953,-,16043,NM_026181,Gpatch1,36103459,36061563,-,N,N,N,N,44944,CpG_End,CpG: 58,chr7,36000117,36000576,63.3,1.26,93.08,90.89,86.57,90.93,91.21,92.63,90.885,83.7,90.8,90.85,92.49,85.18,86.77,88.29833333,-2.58666667,0.166479263,0.778639855,0,0
SmaI_mm9_68329,chr7,36181627,159,1,NM_178643,C230052I12Rik,36181786,36177171,-,4323,NM_027897,Rhpn2,36119256,36177304,+,N,N,N,N,61479,CpG_End,CpG: 66,chr7,36119231,36120148,64.3,0.71,0,0,0,0,0.38,0,0.063333333,0.19,0.1,0,0.24,0.17,0,0.116666667,0.053333334,0.496385533,0.304180885,0,1
SmaI_mm9_68330,chr7,36181844,-58,1,NM_178643,C230052I12Rik,36181786,36177171,-,4540,NM_027897,Rhpn2,36119256,36177304,+,N,N,N,N,61696,CpG_End,CpG: 66,chr7,36119231,36120148,64.3,0.71,0,0,0,0,0,0,0,0.19,0.39,0.36,0.23,0.58,0.41,0.36,0.36,8.78E-05,4.056702733,0,0
SmaI_mm9_68339,chr7,36340148,799,0,NM_033080,Nudt19,36340947,36332204,-,-7944,NM_033080,Nudt19,36340947,36332204,-,Y,N,N,N,95,CpG_Start,CpG: 106,chr7,36340053,36340990,69.1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_68340,chr7,36340563,384,1,NM_033080,Nudt19,36340947,36332204,-,-8359,NM_033080,Nudt19,36340947,36332204,-,Y,N,N,N,-427,CpG_End,CpG: 106,chr7,36340053,36340990,69.1,0.95,0,0,0,0,0,0,0,0,0,0.52,0.55,1.13,0.45,0.441666667,0.441666667,0.027604007,1.559027872,0,1
SmaI_mm9_68347,chr7,36375011,3745,0,NM_178263,Ankrd27,36371266,36394133,+,-10998,NM_145840,Rgs9bp,36370601,36364013,-,N,RSINE1,SINE,B4,3379,CpG_End,CpG: 39,chr7,36371084,36371632,64.3,0.69,96.68,97.3,96.12,95.76,96.92,93.57,96.05833333,93.61,92.4,94.4,92.64,92.17,92.56,92.96333333,-3.095,0.000761655,3.118241523,0,1
SmaI_mm9_68348,chr7,36375413,4147,0,NM_178263,Ankrd27,36371266,36394133,+,-11400,NM_145840,Rgs9bp,36370601,36364013,-,N,RSINE1,SINE,B4,3781,CpG_End,CpG: 39,chr7,36371084,36371632,64.3,0.69,99.7,98.37,97.39,98.51,97.57,97.69,98.205,97.04,99.34,98.82,100,96.01,96.51,97.95333333,-0.25166667,0.746787467,0.126802979,0,1
SmaI_mm9_68371,chr7,36539159,314,1,NM_178704,Dpy19l3,36539473,36470521,-,18210,NM_177739,Zfp507,36588008,36557369,-,Y,N,N,N,80,CpG_Start,CpG: 51,chr7,36539079,36539580,66.7,0.92,0,0,0.15,0,0,0,0.025,0,0.1,0,0,0,0.11,0.035,0.01,0.770874198,0.11301649,0,1
SmaI_mm9_68372,chr7,36539452,21,1,NM_178704,Dpy19l3,36539473,36470521,-,17917,NM_177739,Zfp507,36588008,36557369,-,Y,N,N,N,-128,CpG_End,CpG: 51,chr7,36539079,36539580,66.7,0.92,0.15,0,0,0,0,0,0.025,0.44,0.42,0.59,0.71,0.56,0.11,0.471666667,0.446666667,0.00047703,3.321453971,0,1
SmaI_mm9_68456,chr7,37481544,-1593,0,NM_172298,Tshz3,37483137,37558476,+,-76932,NM_172298,Tshz3,37483137,37558476,+,Y,N,N,N,1212,CpG_Start,CpG: 276,chr7,37480332,37483719,62.5,0.83,0.32,0,0,0.23,0.15,0.09,0.131666667,0.26,0.49,0.61,0.63,1.01,1.06,0.676666667,0.545,0.00249063,2.603690813,0,0
SmaI_mm9_68457,chr7,37481824,-1313,0,NM_172298,Tshz3,37483137,37558476,+,-76652,NM_172298,Tshz3,37483137,37558476,+,Y,N,N,N,1492,CpG_Start,CpG: 276,chr7,37480332,37483719,62.5,0.83,1.19,0.81,0.95,1.53,0.72,0.61,0.968333333,3.02,2.4,3.93,3.51,2.55,3.32,3.121666667,2.153333334,1.46E-05,4.837045432,0,0
SmaI_mm9_68460,chr7,37482436,-701,1,NM_172298,Tshz3,37483137,37558476,+,-76040,NM_172298,Tshz3,37483137,37558476,+,Y,N,N,N,-1283,CpG_End,CpG: 276,chr7,37480332,37483719,62.5,0.83,1.21,0.35,1.99,1.06,2.1,1.14,1.308333333,5.19,4.59,3.41,2.51,4.5,3.48,3.946666667,2.638333334,0.000267972,3.571909835,0,0
SmaI_mm9_68461,chr7,37482682,-455,1,NM_172298,Tshz3,37483137,37558476,+,-75794,NM_172298,Tshz3,37483137,37558476,+,Y,GC_rich,Low_complexity,Low_complexity,-1037,CpG_End,CpG: 276,chr7,37480332,37483719,62.5,0.83,0.85,0.73,3.17,2.3,0.57,1.63,1.541666667,6.7,3.87,6.88,4.1,6.38,6.32,5.708333333,4.166666666,0.000131955,3.879575638,0,0
SmaI_mm9_68527,chr7,38264428,290343,0,NM_172385,Zfp536,38554771,38264128,-,-300,NM_172385,Zfp536,38554771,38264128,-,N,N,N,N,-88447,CpG_Start,CpG: 18,chr7,38352875,38353108,64.5,0.75,96.97,95.03,95.25,97.93,98,92.52,95.95,98.29,95.53,96.16,94.7,94.26,93.82,95.46,-0.49,0.661889532,0.179214487,0,1
SmaI_mm9_68528,chr7,38264815,289956,0,NM_172385,Zfp536,38554771,38264128,-,-687,NM_172385,Zfp536,38554771,38264128,-,N,N,N,N,-88060,CpG_Start,CpG: 18,chr7,38352875,38353108,64.5,0.75,86.25,89.7,81.58,88.53,88.61,87.2,86.97833333,80.97,86.53,86.5,88.28,65.02,78.36,80.94333333,-6.035,0.137141158,0.862832186,0,1
SmaI_mm9_68574,chr7,38836637,-32066,0,NM_011274,C80913,38804571,38745012,-,46366,NM_007633,Ccne1,38892509,38883003,-,N,N,N,N,-9583,CpG_Start,CpG: 47,chr7,38846220,38846667,69.4,0.88,96.67,94.53,97.71,97.43,96.73,97.59,96.77666667,97.8,97.84,NA,96.27,96.98,98.18,97.414,0.63733333,0.330793338,0.480443245,0,0
SmaI_mm9_68579,chr7,38892007,502,0,NM_007633,Ccne1,38892509,38883003,-,-9004,NM_007633,Ccne1,38892509,38883003,-,Y,N,N,N,33,CpG_Start,CpG: 113,chr7,38891974,38893083,62.1,1.07,0,0,0,0,0,0,0,0,0,0.4,0.2,0.17,0.17,0.156666667,0.156666667,0.02736859,1.562747584,0,1
SmaI_mm9_68580,chr7,38892254,255,1,NM_007633,Ccne1,38892509,38883003,-,-9251,NM_007633,Ccne1,38892509,38883003,-,Y,(CCCGG)n,Simple_repeat,Simple_repeat,280,CpG_Start,CpG: 113,chr7,38891974,38893083,62.1,1.07,0,0,0,0,0,0,0,0,0.14,0,0,0,0.33,0.078333333,0.078333333,0.186883034,0.728430123,0,1
SmaI_mm9_68582,chr7,38892320,189,1,NM_007633,Ccne1,38892509,38883003,-,-9317,NM_007633,Ccne1,38892509,38883003,-,Y,N,N,N,346,CpG_Start,CpG: 113,chr7,38891974,38893083,62.1,1.07,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.016666667,0.016666667,0.340893132,0.467381748,0,1
SmaI_mm9_68583,chr7,38892609,-100,1,NM_007633,Ccne1,38892509,38883003,-,-9606,NM_007633,Ccne1,38892509,38883003,-,Y,GC_rich,Low_complexity,Low_complexity,-474,CpG_End,CpG: 113,chr7,38891974,38893083,62.1,1.07,0,0,0,0.19,0.22,0,0.068333333,0.25,0.11,0.13,0.13,0,0,0.103333333,0.035,0.559450848,0.252238063,0,0
SmaI_mm9_68586,chr7,38898622,-6113,0,NM_007633,Ccne1,38892509,38883003,-,-15619,NM_007633,Ccne1,38892509,38883003,-,N,N,N,N,5539,CpG_End,CpG: 113,chr7,38891974,38893083,62.1,1.07,28.1,22.46,35.23,24.41,30.56,25.23,27.665,49.32,45.15,46.13,35.6,42.2,50.55,44.825,17.16,0.000156856,3.804498563,0,0
SmaI_mm9_68863,chr7,50684236,-1235,0,NM_177693,Lim2,50685471,50691361,+,-7125,NM_177693,Lim2,50685471,50691361,+,N,N,N,N,-15089,CpG_Start,CpG: 23,chr7,50699325,50699566,62.8,0.97,87.52,82.61,88.17,88.09,90.47,86.24,87.18333333,85.26,92.25,90.74,88.22,87.48,84.8,88.125,0.94166667,0.572302677,0.242374223,0,0
SmaI_mm9_68868,chr7,50698562,-951,1,NM_026695,Etfb,50699513,50713152,+,-128,NM_028849,Cldnd2,50696186,50698690,+,N,N,N,N,-763,CpG_Start,CpG: 23,chr7,50699325,50699566,62.8,0.97,0.46,0.2,0.33,0.66,0.3,0.18,0.355,0,4.51,1.92,2.32,2.35,4.08,2.53,2.175,0.008540446,2.068519432,1,0
SmaI_mm9_68869,chr7,50698960,-553,1,NM_026695,Etfb,50699513,50713152,+,270,NM_028849,Cldnd2,50696186,50698690,+,N,N,N,N,-365,CpG_Start,CpG: 23,chr7,50699325,50699566,62.8,0.97,0.23,0,0,0,0,0,0.038333333,0,0.41,0,0.77,0.91,2.39,0.746666667,0.708333334,0.081108056,1.090936007,1,0
SmaI_mm9_68899,chr7,50932034,4633,0,NM_145582,Ctu1,50927401,50933667,+,-1633,NM_145582,Ctu1,50927401,50933667,+,Y,N,N,N,72,CpG_Start,CpG: 21,chr7,50931962,50932253,68.8,0.62,99.65,99.65,99.31,99.36,98.63,99.05,99.275,98.92,99.53,99.5,100,100,97.24,99.19833333,-0.07666667,0.868969827,0.060995303,0,1
SmaI_mm9_68911,chr7,51047241,-20,1,NM_028660,Klk9,51047261,51052126,+,-4885,NM_028660,Klk9,51047261,51052126,+,N,N,N,N,-5492,CpG_Start,CpG: 23,chr7,51052733,51052999,65.5,0.82,59.19,53.01,61.95,56.53,60.12,55.07,57.645,53.69,52.41,55.97,55.87,56.27,60.42,55.77166667,-1.87333333,0.314665951,0.502150249,0,0
SmaI_mm9_68912,chr7,51047585,324,1,NM_028660,Klk9,51047261,51052126,+,-4541,NM_028660,Klk9,51047261,51052126,+,N,N,N,N,-5148,CpG_Start,CpG: 23,chr7,51052733,51052999,65.5,0.82,81.27,76.53,82.32,75.01,81.82,77.19,79.02333333,81.45,85.57,82.31,84.32,85.05,86.45,84.19166667,5.16833334,0.00647072,2.189047391,0,1
SmaI_mm9_68915,chr7,51052338,-609,1,NM_008940,Klk8,51052947,51059192,+,212,NM_028660,Klk9,51047261,51052126,+,N,N,N,N,-395,CpG_Start,CpG: 23,chr7,51052733,51052999,65.5,0.82,0,0,0.68,0.51,0.38,0,0.261666667,1.59,2.16,1.97,1.96,2.62,0,1.716666667,1.455,0.003884462,2.410669146,1,0
SmaI_mm9_68916,chr7,51052758,-189,1,NM_008940,Klk8,51052947,51059192,+,632,NM_028660,Klk9,51047261,51052126,+,Y,N,N,N,25,CpG_Start,CpG: 23,chr7,51052733,51052999,65.5,0.82,0.31,0,0.23,0,0,0,0.09,1.47,2.15,0,3.17,1.26,4.33,2.063333333,1.973333333,0.010219871,1.990554595,0,0
SmaI_mm9_68949,chr7,51566326,692,0,NM_001034115,Shank1,51565634,51613723,+,-7186,NM_009131,Clec11a,51562329,51559140,-,N,N,N,N,-1731,CpG_Start,CpG: 19,chr7,51568057,51568278,69.4,0.71,0,0,0,0,0,0,0,0,1.86,1.36,4.96,0,2.03,1.701666667,1.701666667,0.045503148,1.341958558,1,1
SmaI_mm9_68950,chr7,51566748,1114,0,NM_001034115,Shank1,51565634,51613723,+,-7608,NM_009131,Clec11a,51562329,51559140,-,N,N,N,N,-1309,CpG_Start,CpG: 19,chr7,51568057,51568278,69.4,0.71,0,0.47,0,0,0.61,0.87,0.325,1.24,1.1,0,1.25,0,1.94,0.921666667,0.596666667,0.119854866,0.92134433,1,1
SmaI_mm9_68951,chr7,51571807,6173,0,NM_001034115,Shank1,51565634,51613723,+,-12667,NM_009131,Clec11a,51562329,51559140,-,N,N,N,N,3529,CpG_End,CpG: 19,chr7,51568057,51568278,69.4,0.71,82.23,69.79,71.6,63.81,76.43,74.46,73.05333333,59.08,69.7,59.7,59.64,57.37,68.65,62.35666667,-10.69666666,0.00981351,2.008175617,0,1
SmaI_mm9_68952,chr7,51572163,6529,0,NM_001034115,Shank1,51565634,51613723,+,-13023,NM_009131,Clec11a,51562329,51559140,-,N,N,N,N,3885,CpG_End,CpG: 19,chr7,51568057,51568278,69.4,0.71,50.16,50.93,45.7,56.72,55.36,51.56,51.73833333,39.29,45.56,40.03,44.08,31.04,38.44,39.74,-11.99833333,0.0010465,2.980260717,0,1
SmaI_mm9_68963,chr7,51608074,22326,0,NM_027049,1700008O03Rik,51630400,51615416,-,-5649,NM_001034115,Shank1,51565634,51613723,+,Y,GC_rich,Low_complexity,Low_complexity,726,CpG_Start,CpG: 143,chr7,51607348,51609083,67.7,0.73,3.14,3.29,4.83,3.37,4.08,4.31,3.836666667,4.7,2.11,5.33,7.14,7.07,5.05,5.233333333,1.396666666,0.112765194,0.94782493,0,0
SmaI_mm9_68964,chr7,51608319,22081,0,NM_027049,1700008O03Rik,51630400,51615416,-,-5404,NM_001034115,Shank1,51565634,51613723,+,Y,N,N,N,-764,CpG_End,CpG: 143,chr7,51607348,51609083,67.7,0.73,0.7,0.61,1.21,1.07,1.09,0.38,0.843333333,1.3,0.67,1.04,1.37,1.56,1.23,1.195,0.351666667,0.084556605,1.072852465,0,0
SmaI_mm9_68965,chr7,51608606,21794,0,NM_027049,1700008O03Rik,51630400,51615416,-,-5117,NM_001034115,Shank1,51565634,51613723,+,Y,N,N,N,-477,CpG_End,CpG: 143,chr7,51607348,51609083,67.7,0.73,0.84,0.32,0.54,0.4,0.62,0.4,0.52,0.7,1.03,1.74,1.16,0.52,1.01,1.026666667,0.506666667,0.023077003,1.636820594,0,0
SmaI_mm9_68966,chr7,51609005,21395,0,NM_027049,1700008O03Rik,51630400,51615416,-,-4718,NM_001034115,Shank1,51565634,51613723,+,Y,N,N,N,-78,CpG_End,CpG: 143,chr7,51607348,51609083,67.7,0.73,1.15,0,0.22,1.32,0.36,0.44,0.581666667,0.56,0.45,0,2.48,2.07,2.02,1.263333333,0.681666666,0.184532755,0.733926535,0,0
SmaI_mm9_68981,chr7,51697830,-27,1,NM_198250,Lrrc4b,51697857,51718714,+,-20884,NM_198250,Lrrc4b,51697857,51718714,+,N,N,N,N,13025,CpG_End,CpG: 60,chr7,51684206,51684805,55,1.35,1.36,0,0,0.73,0,0.56,0.441666667,0.79,0.97,0.24,0.56,0.86,1.28,0.783333333,0.341666666,0.231528781,0.635395014,0,0
SmaI_mm9_68982,chr7,51698054,197,1,NM_198250,Lrrc4b,51697857,51718714,+,-20660,NM_198250,Lrrc4b,51697857,51718714,+,N,N,N,N,13249,CpG_End,CpG: 60,chr7,51684206,51684805,55,1.35,0,2,1.45,0,1.7,0.6,0.958333333,3.14,0.76,0.98,2.61,1.71,2.56,1.96,1.001666667,0.088931245,1.050945627,0,1
SmaI_mm9_6901,chr1,127259335,72732,0,NM_023735,Actr3,127332067,127289483,-,30148,NM_023735,Actr3,127332067,127289483,-,N,L1Md_A,LINE,L1,-72417,CpG_Start,CpG: 67,chr1,127331752,127332553,57.9,1.01,100,99.38,100,100,100,99.29,99.77833333,99,99.31,99.29,100,99.69,99.11,99.4,-0.37833333,0.099424134,1.002508184,0,0
SmaI_mm9_69011,chr7,51846206,-50,1,NM_008422,Kcnc3,51846256,51860121,+,3990,NM_008437,Napsa,51827815,51842216,+,N,N,N,N,-193,CpG_Start,CpG: 87,chr7,51846399,51847178,63.1,1.12,0.47,0,0,0,0,0.46,0.155,0.44,1.42,0,1.14,0.51,0.46,0.661666667,0.506666667,0.055624581,1.254733246,1,0
SmaI_mm9_69012,chr7,51846472,216,1,NM_008422,Kcnc3,51846256,51860121,+,4256,NM_008437,Napsa,51827815,51842216,+,Y,N,N,N,73,CpG_Start,CpG: 87,chr7,51846399,51847178,63.1,1.12,0,0,0,0.51,0,0,0.085,0.36,0.18,0.21,0.39,0.36,0.38,0.313333333,0.228333333,0.034068132,1.467651682,0,1
SmaI_mm9_69017,chr7,51857332,11076,0,NM_008422,Kcnc3,51846256,51860121,+,-2789,NM_008422,Kcnc3,51846256,51860121,+,N,N,N,N,10154,CpG_End,CpG: 87,chr7,51846399,51847178,63.1,1.12,5.47,10.36,15.58,13.51,NA,10.78,11.14,15.17,14.76,18.65,19.43,15.39,12.83,16.03833333,4.89833333,0.030528805,1.515290192,0,1
SmaI_mm9_6902,chr1,127259584,72483,0,NM_023735,Actr3,127332067,127289483,-,29899,NM_023735,Actr3,127332067,127289483,-,N,N,N,N,-72168,CpG_Start,CpG: 67,chr1,127331752,127332553,57.9,1.01,97.16,98.81,96.57,95.77,98.24,99.15,97.61666667,96.31,97.5,96.38,97.92,95.39,97.17,96.77833333,-0.83833334,0.234311769,0.630205897,0,0
SmaI_mm9_69037,chr7,51964161,48,1,NM_029317,1700023D19Rik,51964113,51975212,+,-11051,NM_029317,1700023D19Rik,51964113,51975212,+,N,N,N,N,37738,CpG_End,CpG: 21,chr7,51926137,51926423,67.2,0.65,62.33,61.6,58.49,57.07,66.68,65.47,61.94,65.54,68.2,66.52,66.28,67.17,66.7,66.735,4.795,0.012548061,1.901423381,0,1
SmaI_mm9_69038,chr7,51964376,263,1,NM_029317,1700023D19Rik,51964113,51975212,+,-10836,NM_029317,1700023D19Rik,51964113,51975212,+,N,N,N,N,37953,CpG_End,CpG: 21,chr7,51926137,51926423,67.2,0.65,57.55,49.34,43.65,47.74,63.03,48.57,51.64666667,55.1,58.26,55.12,54.33,49.34,60.88,55.505,3.85833333,0.274827088,0.560940464,0,1
SmaI_mm9_6906,chr1,127331753,314,1,NM_023735,Actr3,127332067,127289483,-,-42270,NM_023735,Actr3,127332067,127289483,-,Y,N,N,N,1,CpG_Start,CpG: 67,chr1,127331752,127332553,57.9,1.01,0,0,0,0,0,0.25,0.041666667,0,0.12,0.16,0.14,0.13,0,0.091666667,0.05,0.350418571,0.455412885,0,1
SmaI_mm9_69063,chr7,52147780,-44,1,NM_029365,Med25,52147736,52134756,-,7963,NM_001077264,Ap2a1,52184860,52155743,-,Y,N,N,N,-338,CpG_End,CpG: 55,chr7,52147435,52148118,54.1,1.1,0,0,0.37,0,0,0,0.061666667,NA,0,0,0,0,0,0,-0.061666667,0.389283142,0.409734403,0,0
SmaI_mm9_69064,chr7,52148242,-506,1,NM_029365,Med25,52147736,52134756,-,7501,NM_001077264,Ap2a1,52184860,52155743,-,N,N,N,N,124,CpG_End,CpG: 55,chr7,52147435,52148118,54.1,1.1,0,0,0,0,0,0,0,NA,0,1.22,2.11,0,0,0.666,0.666,0.121407913,0.915753007,1,0
SmaI_mm9_69076,chr7,52241253,449,1,NM_019830,Prmt1,52241702,52232128,-,5340,NM_029410,Bcl2l12,52252949,52246593,-,N,N,N,N,-78,CpG_Start,CpG: 71,chr7,52241331,52242167,63.3,0.89,0,0,0.15,0,0,0,0.025,0.75,1.35,0.31,0,0.4,0.31,0.52,0.495,0.029037184,1.537045505,1,1
SmaI_mm9_69077,chr7,52241628,74,1,NM_019830,Prmt1,52241702,52232128,-,4965,NM_029410,Bcl2l12,52252949,52246593,-,Y,N,N,N,297,CpG_Start,CpG: 71,chr7,52241331,52242167,63.3,0.89,0,0,0,0,0,0.14,0.023333333,0,0.2,0,0,0,0,0.033333333,0.01,0.810831316,0.091069486,0,1
SmaI_mm9_69082,chr7,52255294,2264,0,NM_016849,Irf3,52253030,52258218,+,-2924,NM_016849,Irf3,52253030,52258218,+,N,N,N,N,1933,CpG_End,CpG: 40,chr7,52252839,52253361,56.2,0.97,36.84,29.73,49.47,41.44,49.17,31.13,39.63,41.29,42.84,52.69,33.89,50.05,53.85,45.76833333,6.13833333,0.223270957,0.651167767,1,1
SmaI_mm9_69083,chr7,52255659,2629,0,NM_016849,Irf3,52253030,52258218,+,-2559,NM_016849,Irf3,52253030,52258218,+,N,N,N,N,2298,CpG_End,CpG: 40,chr7,52252839,52253361,56.2,0.97,55.05,52.99,60.92,63.78,58.48,51.59,57.135,67.19,64.04,59.76,60.29,58.7,68.06,63.00666667,5.87166667,0.043202926,1.364486843,0,1
SmaI_mm9_69084,chr7,52256082,3052,0,NM_016849,Irf3,52253030,52258218,+,-2136,NM_016849,Irf3,52253030,52258218,+,N,N,N,N,2721,CpG_End,CpG: 40,chr7,52252839,52253361,56.2,0.97,86.19,86.83,86.54,84.98,84.42,86.86,85.97,NA,88.06,86.65,NA,85.01,89.42,87.285,1.315,0.188000239,0.725841599,0,1
SmaI_mm9_69085,chr7,52257223,4193,0,NM_016849,Irf3,52253030,52258218,+,-995,NM_016849,Irf3,52253030,52258218,+,N,N,N,N,3862,CpG_End,CpG: 40,chr7,52252839,52253361,56.2,0.97,89.35,84.58,85.53,86.41,91,83.68,86.75833333,82.55,85.45,85.05,86.31,79.18,87.22,84.29333333,-2.465,0.172150734,0.76409112,0,1
SmaI_mm9_69086,chr7,52257574,4544,0,NM_016849,Irf3,52253030,52258218,+,-644,NM_016849,Irf3,52253030,52258218,+,N,N,N,N,4213,CpG_End,CpG: 40,chr7,52252839,52253361,56.2,0.97,80.15,75.21,83.14,72.48,83.57,74.64,78.19833333,77.56,78.58,80.96,78.36,78.25,81.23,79.15666667,0.95833334,0.646520514,0.189417691,0,1
SmaI_mm9_69093,chr7,52285781,12404,0,NM_009101,Rras,52273377,52277014,+,-2704,NM_175022,Prr12,52308251,52283077,-,N,N,N,N,13948,CpG_End,CpG: 74,chr7,52271139,52271833,64,1.04,97.48,97.74,98.58,98.32,98.38,97.52,98.00333333,97.8,97.37,99.19,99.16,97.19,98.71,98.23666667,0.23333334,0.586595744,0.231661093,0,0
SmaI_mm9_69094,chr7,52286147,12770,0,NM_009101,Rras,52273377,52277014,+,-3070,NM_175022,Prr12,52308251,52283077,-,N,N,N,N,14314,CpG_End,CpG: 74,chr7,52271139,52271833,64,1.04,94.47,96.33,96.77,95.1,97.13,92.96,95.46,97.13,98.09,98.7,97.23,96.03,96.93,97.35166667,1.89166667,0.030653628,1.513518111,0,0
SmaI_mm9_69105,chr7,52339182,8401,0,NM_026555,Rcn3,52347583,52338284,-,-898,NM_026555,Rcn3,52347583,52338284,-,N,N,N,N,7024,CpG_End,CpG: 26,chr7,52331925,52332158,65,1.06,56.63,56.21,57.07,58.48,58.7,51.37,56.41,44.44,48.88,50,58.94,39.26,48.6,48.35333333,-8.05666667,0.018831836,1.725107328,0,1
SmaI_mm9_69106,chr7,52339564,8019,0,NM_026555,Rcn3,52347583,52338284,-,-1280,NM_026555,Rcn3,52347583,52338284,-,N,N,N,N,7406,CpG_End,CpG: 26,chr7,52331925,52332158,65,1.06,75.61,76.85,72.91,78.69,79.61,75.8,76.57833333,65.73,77.67,69.17,75.51,65.85,67.76,70.28166667,-6.29666666,0.020884553,1.680174814,0,1
SmaI_mm9_69109,chr7,52358885,307,1,NM_010189,Fcgrt,52359192,52348363,-,-10522,NM_010189,Fcgrt,52359192,52348363,-,N,N,N,N,-20397,CpG_Start,CpG: 81,chr7,52379282,52380174,60.4,1,16.93,10.81,33.47,17.23,17.72,13.25,18.235,48.54,26.61,19.73,24.82,47.51,42.74,34.99166667,16.75666667,0.020832492,1.681258782,0,1
SmaI_mm9_69110,chr7,52359261,-69,1,NM_010189,Fcgrt,52359192,52348363,-,-10898,NM_010189,Fcgrt,52359192,52348363,-,N,N,N,N,-20021,CpG_Start,CpG: 81,chr7,52379282,52380174,60.4,1,8.73,2.76,18.75,6.54,8.56,5.41,8.458333333,26.25,19.54,14.08,10.76,28.08,28.69,21.23333333,12.775,0.007680758,2.114595912,0,0
SmaI_mm9_69112,chr7,52391855,-53,1,NM_013520,Flt3l,52391802,52386559,-,-5296,NM_013520,Flt3l,52391802,52386559,-,N,N,N,N,7095,CpG_End,CpG: 72,chr7,52383888,52384760,62.7,0.84,0,0,0,0,0,0,0,0,0.5,0.35,0.54,0.2,0,0.265,0.265,0.02120655,1.67352998,0,0
