ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoAomC2M1,GfKoAomC2M2,GfKoAomC3M1,GfKoAomC5F1,GfKoAomC5F2,GfKoAomC5F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore
SmaI_mm9_82591,chr8,107033488,299,1,NM_180958,Ccdc79,107033787,106970619,-,1442,NM_144931,Nae1,107058537,107034930,-,Y,N,N,N,328,CpG_Start,CpG: 57,chr8,107033160,107033846,70.2,0.7,0,0,0.33,0.28,0,0,0.101666667,0,0,0,0.25,0,0,0.041666667,-0.06,0.453273659,0.343639518,0
SmaI_mm9_82594,chr8,107065007,300,1,NM_053070,Car7,107064707,107074243,+,-9236,NM_053070,Car7,107064707,107074243,+,Y,N,N,N,-209,CpG_End,CpG: 66,chr8,107064640,107065216,71.9,0.89,0,0,0.15,0,0,0.11,0.043333333,0,0,0,0.25,0,0.21,0.076666667,0.033333334,0.566098254,0.247108185,0
SmaI_mm9_82595,chr8,107065363,656,0,NM_053070,Car7,107064707,107074243,+,-8880,NM_053070,Car7,107064707,107074243,+,N,N,N,N,147,CpG_End,CpG: 66,chr8,107064640,107065216,71.9,0.89,0.34,0.55,0.45,0.64,0.12,0.43,0.421666667,0,0,0.15,0.51,0.3,0.2,0.193333333,-0.228333334,0.060950619,1.215021882,1
SmaI_mm9_82633,chr8,107695048,474,1,NM_001161456,Cbfb,107694574,107741881,+,21040,NM_146213,Ces8,107655700,107674008,+,Y,N,N,N,379,CpG_Start,CpG: 116,chr8,107694669,107695673,65.9,1.07,0.23,0,0,0,0.27,0,0.083333333,0.22,0,0,0.39,0,0,0.101666667,0.018333334,0.835739089,0.077929284,0
SmaI_mm9_82634,chr8,107695392,818,0,NM_001161456,Cbfb,107694574,107741881,+,21384,NM_146213,Ces8,107655700,107674008,+,Y,N,N,N,-281,CpG_End,CpG: 116,chr8,107694669,107695673,65.9,1.07,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.031666667,0.031666667,0.340893132,0.467381748,0
SmaI_mm9_82644,chr8,107793935,161,1,NM_011939,Hsf4,107793774,107799745,+,709,NM_015821,Fbxl8,107788548,107793226,+,N,N,N,N,39,CpG_End,CpG: 141,chr8,107792013,107793896,63.2,0.75,3.95,5.09,6.91,5.34,3.55,4.4,4.873333333,3.77,3.04,3.53,3.89,2.88,2.15,3.21,-1.663333333,0.013935405,1.855880402,1
SmaI_mm9_82645,chr8,107794212,438,1,NM_011939,Hsf4,107793774,107799745,+,986,NM_015821,Fbxl8,107788548,107793226,+,N,N,N,N,316,CpG_End,CpG: 141,chr8,107792013,107793896,63.2,0.75,8.83,7.71,8.9,9.78,4.56,8.78,8.093333333,4.85,3.77,6.02,5.73,3.68,5.07,4.853333333,-3.24,0.003515043,2.454069317,1
SmaI_mm9_82655,chr8,107871040,830,0,NM_177699,Fhod1,107871870,107853062,-,-17978,NM_177699,Fhod1,107871870,107853062,-,N,N,N,N,-411,CpG_Start,CpG: 50,chr8,107871451,107872065,65.9,0.75,0,0,0,0,0,0.78,0.13,0,0,0,0,0,0,0,-0.13,0.340893132,0.467381748,1
SmaI_mm9_82679,chr8,108137684,8555,0,NM_001081241,Fam65a,108129129,108146118,+,-8434,NM_001081241,Fam65a,108129129,108146118,+,N,N,N,N,-149,CpG_Start,CpG: 52,chr8,108137833,108138432,70.7,0.7,2.08,2.05,0.7,4.8,0,2.97,2.1,2.65,2.6,6.11,6.28,6.34,9.55,5.588333333,3.488333333,0.021206186,1.673537441,1
SmaI_mm9_82680,chr8,108137694,8565,0,NM_001081241,Fam65a,108129129,108146118,+,-8424,NM_001081241,Fam65a,108129129,108146118,+,N,N,N,N,-139,CpG_Start,CpG: 52,chr8,108137833,108138432,70.7,0.7,1.78,4.1,3.27,4.62,3.18,5.39,3.723333333,1.42,1.04,1.11,1.51,1.97,0.83,1.313333333,-2.41,0.001251128,2.902698286,1
SmaI_mm9_82681,chr8,108137946,8817,0,NM_001081241,Fam65a,108129129,108146118,+,-8172,NM_001081241,Fam65a,108129129,108146118,+,Y,N,N,N,113,CpG_Start,CpG: 52,chr8,108137833,108138432,70.7,0.7,1.58,1.14,2.09,1.97,2.87,2.6,2.041666667,1.38,1.12,2.45,2.44,2.39,3.04,2.136666667,0.095,0.815322482,0.088670582,0
SmaI_mm9_82685,chr8,108159616,-822,1,NM_181322,Ctcf,108160438,108206822,+,13498,NM_001081241,Fam65a,108129129,108146118,+,N,N,N,N,-215,CpG_Start,CpG: 166,chr8,108159831,108161498,62.9,1.01,0,0,0.35,0,0,0,0.058333333,0.06,0.07,0,0,0,0.08,0.035,-0.023333333,0.707595112,0.150215176,1
SmaI_mm9_82686,chr8,108159832,-606,1,NM_181322,Ctcf,108160438,108206822,+,13714,NM_001081241,Fam65a,108129129,108146118,+,Y,N,N,N,1,CpG_Start,CpG: 166,chr8,108159831,108161498,62.9,1.01,0,0,0,0.35,0,0,0.058333333,0,0,0,0.07,0.06,0,0.021666667,-0.036666666,0.554341599,0.25622253,0
SmaI_mm9_82687,chr8,108159946,-492,1,NM_181322,Ctcf,108160438,108206822,+,13828,NM_001081241,Fam65a,108129129,108146118,+,Y,N,N,N,115,CpG_Start,CpG: 166,chr8,108159831,108161498,62.9,1.01,0,0,0,0,0,0.39,0.065,0,0.13,0,0.15,0,0,0.046666667,-0.018333333,0.802653386,0.095471958,0
SmaI_mm9_82688,chr8,108160294,-144,1,NM_181322,Ctcf,108160438,108206822,+,14176,NM_001081241,Fam65a,108129129,108146118,+,Y,N,N,N,463,CpG_Start,CpG: 166,chr8,108159831,108161498,62.9,1.01,0,0,0,0,0,0.17,0.028333333,0,0,0,0,0,0.17,0.028333333,0,1,0,0
SmaI_mm9_82689,chr8,108160634,196,1,NM_181322,Ctcf,108160438,108206822,+,14516,NM_001081241,Fam65a,108129129,108146118,+,Y,N,N,N,803,CpG_Start,CpG: 166,chr8,108159831,108161498,62.9,1.01,0.21,0,0,0,0,0,0.035,0,0.33,0.64,0,0.16,0,0.188333333,0.153333333,0.196354955,0.706958135,0
SmaI_mm9_82695,chr8,108217575,2769,0,NM_001033320,Rltpr,108214806,108222065,+,4484,NM_001012638,Acd,108224995,108222059,-,N,N,N,N,-140,CpG_Start,CpG: 33,chr8,108217715,108218112,54.5,1.13,42.81,39.97,40.23,40.06,46.54,42.4,42.00166667,26.66,27.46,31.73,26.98,29.94,20.19,27.16,-14.84166667,1.55E-05,4.808939786,1
SmaI_mm9_82696,chr8,108217874,3068,0,NM_001033320,Rltpr,108214806,108222065,+,4185,NM_001012638,Acd,108224995,108222059,-,Y,N,N,N,159,CpG_Start,CpG: 33,chr8,108217715,108218112,54.5,1.13,7.5,11.08,8.82,15.23,11.42,10.21,10.71,7.59,7.99,10.98,6.99,6.76,8.43,8.123333333,-2.586666667,0.065411293,1.184347267,0
SmaI_mm9_82699,chr8,108224790,205,1,NM_001012638,Acd,108224995,108222059,-,-2604,NM_001047435,Pard6a,108225549,108227394,+,Y,N,N,N,183,CpG_Start,CpG: 77,chr8,108224607,108225689,59.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_82700,chr8,108225075,21,1,NM_001047436,Pard6a,108225054,108227394,+,-2319,NM_001047435,Pard6a,108225549,108227394,+,Y,N,N,N,468,CpG_Start,CpG: 77,chr8,108224607,108225689,59.6,0.8,0,0.24,0,0,0,0,0.04,0.25,0,0.13,0,0,0,0.063333333,0.023333333,0.699298947,0.155337126,0
SmaI_mm9_82720,chr8,108350476,774,0,NM_145824,Ranbp10,108351250,108292208,-,-18100,NM_024445,Tsnaxip1,108351644,108368576,+,N,N,N,N,-25277,CpG_Start,CpG: 24,chr8,108375753,108375964,60.4,1.28,0,0.07,0.32,0.21,0.21,0.27,0.18,0.14,0.29,0.11,0.05,0.09,0.07,0.125,-0.055,0.388285001,0.410849386,0
SmaI_mm9_82721,chr8,108350771,479,1,NM_145824,Ranbp10,108351250,108292208,-,-17805,NM_024445,Tsnaxip1,108351644,108368576,+,N,N,N,N,-24982,CpG_Start,CpG: 24,chr8,108375753,108375964,60.4,1.28,0.06,0.05,0.14,0.07,0.07,0.05,0.073333333,0.08,0,0,0.03,0,0.04,0.025,-0.048333333,0.029483269,1.530424359,0
SmaI_mm9_82722,chr8,108351062,188,1,NM_145824,Ranbp10,108351250,108292208,-,-17514,NM_024445,Tsnaxip1,108351644,108368576,+,N,N,N,N,-24691,CpG_Start,CpG: 24,chr8,108375753,108375964,60.4,1.28,0,0,0,0,0,0.15,0.025,0,0,0.08,0.15,0,0.1,0.055,0.03,0.427655656,0.368905779,0
SmaI_mm9_82735,chr8,108467084,218,1,NM_008490,Lcat,108467302,108463457,-,409,NM_009195,Slc12a4,108489939,108467493,-,N,N,N,N,-22459,CpG_Start,CpG: 66,chr8,108489543,108490033,73.1,1.02,96.34,93.91,96.16,94.84,98.32,95.44,95.835,94.38,95.18,94.84,94.74,96.04,97.11,95.38166667,-0.45333333,0.555330928,0.255448139,0
SmaI_mm9_82736,chr8,108467354,-52,1,NM_008490,Lcat,108467302,108463457,-,139,NM_009195,Slc12a4,108489939,108467493,-,N,N,N,N,-22189,CpG_Start,CpG: 66,chr8,108489543,108490033,73.1,1.02,88.06,85.78,88.93,85.52,92.42,90.75,88.57666667,86.92,89.54,85.08,87.46,86.09,90.46,87.59166667,-0.985,0.495259337,0.305167328,0
SmaI_mm9_82740,chr8,108484879,5060,0,NM_009195,Slc12a4,108489939,108467493,-,12541,NM_027960,Dpep3,108503319,108497420,-,N,N,N,N,-4664,CpG_Start,CpG: 66,chr8,108489543,108490033,73.1,1.02,88.84,86.89,93.94,90.81,91.28,92.39,90.69166667,89,89.36,89.62,90.19,91.03,95.17,90.72833333,0.03666666,0.979458447,0.009013984,0
SmaI_mm9_82741,chr8,108485095,4844,0,NM_009195,Slc12a4,108489939,108467493,-,12325,NM_027960,Dpep3,108503319,108497420,-,N,N,N,N,-4448,CpG_Start,CpG: 66,chr8,108489543,108490033,73.1,1.02,68.33,61.5,76.64,75.37,69.37,69.41,70.10333333,78.91,78.56,78.93,81,81.37,89.93,81.45,11.34666667,0.002535848,2.595876771,0
SmaI_mm9_82742,chr8,108489671,268,1,NM_009195,Slc12a4,108489939,108467493,-,7749,NM_027960,Dpep3,108503319,108497420,-,Y,N,N,N,128,CpG_Start,CpG: 66,chr8,108489543,108490033,73.1,1.02,0,0,0,0,0.39,0,0.065,0,0,0.33,0,0,0,0.055,-0.01,0.908833574,0.041515638,0
SmaI_mm9_82743,chr8,108490057,-118,1,NM_009195,Slc12a4,108489939,108467493,-,7363,NM_027960,Dpep3,108503319,108497420,-,N,GC_rich,Low_complexity,Low_complexity,24,CpG_End,CpG: 66,chr8,108489543,108490033,73.1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SmaI_mm9_82752,chr8,108583780,277,1,NM_010901,Nfatc3,108583503,108654437,+,6061,NM_025518,Dus2l,108535407,108577719,+,Y,N,N,N,216,CpG_Start,CpG: 73,chr8,108583564,108584115,71.2,1.05,0,0,0,0,0,0.2,0.033333333,0,0.3,0,0.17,0.13,0.24,0.14,0.106666667,0.10740953,0.968957184,0
SmaI_mm9_82753,chr8,108584115,612,0,NM_010901,Nfatc3,108583503,108654437,+,6396,NM_025518,Dus2l,108535407,108577719,+,Y,N,N,N,0,CpG_End,CpG: 73,chr8,108583564,108584115,71.2,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_82777,chr8,108794166,59212,0,NM_145404,Prmt7,108734954,108775594,+,-17718,NM_021491,Smpd3,108861888,108776448,-,N,N,N,N,58746,CpG_End,CpG: 104,chr8,108734379,108735420,64.9,0.95,43.33,35.51,41.34,51.28,NA,32.04,40.7,43.13,41.08,46.92,44.64,34.2,39.54,41.585,0.885,0.811972953,0.090458437,0
SmaI_mm9_82778,chr8,108794395,59441,0,NM_145404,Prmt7,108734954,108775594,+,-17947,NM_021491,Smpd3,108861888,108776448,-,N,N,N,N,58975,CpG_End,CpG: 104,chr8,108734379,108735420,64.9,0.95,49.92,53.01,47.52,59.29,NA,52.77,52.502,44.87,44.81,49.45,47.77,33.93,35.1,42.655,-9.847,0.019084408,1.719321297,0
SmaI_mm9_82797,chr8,109035396,583,0,NM_001037809,Cdh3,109034813,109080808,+,-44651,NM_007665,Cdh3,109034791,109080047,+,Y,N,N,N,113,CpG_Start,CpG: 26,chr8,109035283,109035598,63,0.83,0,0.5,0.24,0.63,0.22,0,0.265,0.18,0,0.37,0.12,0,0,0.111666667,-0.153333333,0.234387425,0.630065692,0
SmaI_mm9_82798,chr8,109035741,928,0,NM_001037809,Cdh3,109034813,109080808,+,-44306,NM_007665,Cdh3,109034791,109080047,+,N,N,N,N,143,CpG_End,CpG: 26,chr8,109035283,109035598,63,0.83,0.35,0.5,0,0.84,0.42,1,0.518333333,1.12,0.4,0.5,0.37,0.5,0,0.481666667,-0.036666666,0.863790621,0.063591516,1
SmaI_mm9_82848,chr8,109459894,244,1,NM_009229,Sntb2,109459650,109538092,+,12900,NM_011574,Cirh1a,109417540,109446994,+,Y,N,N,N,578,CpG_Start,CpG: 129,chr8,109459316,109460640,65.9,0.9,0,0,0,0,0,0.47,0.078333333,0,0.03,0.13,0.06,0.05,0,0.045,-0.033333333,0.688628692,0.162014886,0
SmaI_mm9_82849,chr8,109460082,432,1,NM_009229,Sntb2,109459650,109538092,+,13088,NM_011574,Cirh1a,109417540,109446994,+,Y,N,N,N,-558,CpG_End,CpG: 129,chr8,109459316,109460640,65.9,0.9,0,0,0,0,0,0,0,0.14,0.03,0,0,0,0.06,0.038333333,0.038333333,0.120286819,0.919781958,0
SmaI_mm9_82867,chr8,109671105,-3456,0,NM_025558,Cyb5b,109674561,109711370,+,-40265,NM_025558,Cyb5b,109674561,109711370,+,N,N,N,N,-3309,CpG_Start,CpG: 55,chr8,109674414,109674911,67.3,1.01,96.34,95.58,98.4,95.82,NA,95.37,96.302,97.28,97.83,98.06,96.72,97.57,97.89,97.55833333,1.25633333,0.046005763,1.337187766,0
SmaI_mm9_82868,chr8,109671318,-3243,0,NM_025558,Cyb5b,109674561,109711370,+,-40052,NM_025558,Cyb5b,109674561,109711370,+,N,N,N,N,-3096,CpG_Start,CpG: 55,chr8,109674414,109674911,67.3,1.01,98.52,97.7,95.89,99.55,NA,98,97.932,98.33,99.7,98.67,99.25,98.99,99.68,99.10333333,1.17133333,0.080679721,1.093235614,0
SmaI_mm9_82936,chr8,110497041,-384659,0,NM_010817,Psmd7,110112382,110104281,-,-392760,NM_010817,Psmd7,110112382,110104281,-,N,N,N,N,-202027,CpG_Start,CpG: 21,chr8,110699068,110699331,52.7,1.17,84.52,84.33,81.02,87.23,85.24,87.01,84.89166667,74.93,78.24,84.56,83.04,82.05,82.22,80.84,-4.05166667,0.040711762,1.390280104,0
SmaI_mm9_82937,chr8,110497343,-384961,0,NM_010817,Psmd7,110112382,110104281,-,-393062,NM_010817,Psmd7,110112382,110104281,-,N,B3,SINE,B2,-201725,CpG_Start,CpG: 21,chr8,110699068,110699331,52.7,1.17,87.74,90.68,92.09,93.09,94.69,93.07,91.89333333,90.45,91.52,90.89,88.5,90.99,94.4,91.125,-0.76833333,0.555898163,0.255004761,0
SmaI_mm9_83008,chr8,111228631,-9913,0,NM_007496,Zfhx3,111238544,111485536,+,-256905,NM_007496,Zfhx3,111238544,111485536,+,Y,N,N,N,94,CpG_Start,CpG: 50,chr8,111228537,111228980,68,0.98,0.24,0,0,0,0,0,0.04,0,0,0.14,0.3,0,0,0.073333333,0.033333333,0.61726527,0.209528158,0
SmaI_mm9_83009,chr8,111228953,-9591,0,NM_007496,Zfhx3,111238544,111485536,+,-256583,NM_007496,Zfhx3,111238544,111485536,+,Y,N,N,N,-27,CpG_End,CpG: 50,chr8,111228537,111228980,68,0.98,0,0.24,0,0,0,0,0.04,0,0.21,0,0,0,0.42,0.105,0.065,0.447048541,0.349645318,0
SmaI_mm9_83011,chr8,111238688,144,1,NM_007496,Zfhx3,111238544,111485536,+,-246848,NM_007496,Zfhx3,111238544,111485536,+,Y,N,N,N,320,CpG_Start,CpG: 89,chr8,111238368,111239279,67,0.87,0,0,0,0,0,0.22,0.036666667,0.73,0.14,0.05,0.36,0.19,0.06,0.255,0.218333333,0.079197468,1.101288701,0
SmaI_mm9_83012,chr8,111238976,432,1,NM_007496,Zfhx3,111238544,111485536,+,-246560,NM_007496,Zfhx3,111238544,111485536,+,Y,N,N,N,-303,CpG_End,CpG: 89,chr8,111238368,111239279,67,0.87,0,0,0,0,0,0.23,0.038333333,0.68,0.11,0.16,0.08,0.07,0,0.183333333,0.145,0.211414819,0.674864575,0
SmaI_mm9_83026,chr8,111289932,51388,0,NM_007496,Zfhx3,111238544,111485536,+,-195604,NM_007496,Zfhx3,111238544,111485536,+,N,N,N,N,-26232,CpG_Start,CpG: 37,chr8,111316164,111316651,68.2,0.65,30.37,35.31,33.93,43.93,33.33,30.29,34.52666667,28.83,32.02,35.3,30.63,24.09,21.52,28.73166667,-5.795,0.075967517,1.119372066,0
SmaI_mm9_83027,chr8,111290247,51703,0,NM_007496,Zfhx3,111238544,111485536,+,-195289,NM_007496,Zfhx3,111238544,111485536,+,N,N,N,N,-25917,CpG_Start,CpG: 37,chr8,111316164,111316651,68.2,0.65,41.33,60.1,43.37,64.48,59.58,58.96,54.63666667,40.05,37.73,44.1,47.5,26.84,22.82,36.50666667,-18.13,0.009074077,2.042197528,0
SmaI_mm9_83046,chr8,111420697,182153,0,NM_007496,Zfhx3,111238544,111485536,+,-64839,NM_007496,Zfhx3,111238544,111485536,+,N,N,N,N,-50291,CpG_Start,CpG: 23,chr8,111470988,111471325,63.9,0.67,32.06,25.52,31.47,37.65,32.82,35.45,32.495,27.45,24.25,22.19,29.79,22.24,25.62,25.25666667,-7.23833333,0.005991052,2.222496946,0
SmaI_mm9_83047,chr8,111420939,182395,0,NM_007496,Zfhx3,111238544,111485536,+,-64597,NM_007496,Zfhx3,111238544,111485536,+,N,N,N,N,-50049,CpG_Start,CpG: 23,chr8,111470988,111471325,63.9,0.67,59.57,51.32,53.4,62.99,67.16,59.35,58.965,51.66,49.43,44.34,47.93,48.52,42.73,47.435,-11.53,0.001887667,2.724074647,0
SmaI_mm9_83063,chr8,111543306,304762,0,NM_007496,Zfhx3,111238544,111485536,+,57770,NM_007496,Zfhx3,111238544,111485536,+,N,ID4_,SINE,ID,62382,CpG_End,CpG: 38,chr8,111480473,111480924,61.9,0.93,61.9,63.15,67.26,66.75,70.21,61.74,65.16833333,58.67,54.28,51.9,51.49,43.28,56.55,52.695,-12.47333333,0.000723902,3.140320027,0
SmaI_mm9_83064,chr8,111543684,305140,0,NM_007496,Zfhx3,111238544,111485536,+,58148,NM_007496,Zfhx3,111238544,111485536,+,N,ORR1D2,LTR,MaLR,62760,CpG_End,CpG: 38,chr8,111480473,111480924,61.9,0.93,75.77,75.52,74.61,69.88,81.65,75.35,75.46333333,63.54,58.56,51.76,65.26,63.57,73.58,62.71166667,-12.75166666,0.003348577,2.475139694,0
SmaI_mm9_83128,chr8,112302739,199,1,NM_009677,Ap1g1,112302540,112384835,+,-52388,NM_001080930,Atxn1l,112261639,112250351,-,Y,N,N,N,316,CpG_Start,CpG: 90,chr8,112302423,112303259,69.9,0.88,0,0,0,0.26,0,0,0.043333333,0,0,0,0,0,0,0,-0.043333333,0.340893132,0.467381748,0
SmaI_mm9_83129,chr8,112303020,480,1,NM_009677,Ap1g1,112302540,112384835,+,-52669,NM_001080930,Atxn1l,112261639,112250351,-,Y,N,N,N,-239,CpG_End,CpG: 90,chr8,112302423,112303259,69.9,0.88,0,0,0.3,0.25,0,0.22,0.128333333,0,0.09,0,0,0,0,0.015,-0.113333333,0.089281952,1.049236325,0
SmaI_mm9_83159,chr8,112625125,21491,0,NM_175480,Zfp612,112603634,112616652,+,8473,NM_175480,Zfp612,112603634,112616652,+,N,N,N,N,21097,CpG_End,CpG: 43,chr8,112603598,112604028,68,0.88,85.04,87.79,90.65,85.34,88.85,85.21,87.14666667,90.59,87.67,89,87.95,89.6,94.11,89.82,2.67333333,0.076306466,1.11743866,0
SmaI_mm9_83160,chr8,112625401,21767,0,NM_175480,Zfp612,112603634,112616652,+,8749,NM_175480,Zfp612,112603634,112616652,+,N,N,N,N,21373,CpG_End,CpG: 43,chr8,112603598,112604028,68,0.88,95.25,97.2,95.07,93.98,95.42,94.29,95.20166667,93.57,96.22,91.9,96.29,94.45,93.44,94.31166667,-0.89,0.31337942,0.503929527,0
SmaI_mm9_83171,chr8,112701496,-9390,0,NM_007586,Calb2,112692106,112666438,-,-35058,NM_007586,Calb2,112692106,112666438,-,N,N,N,N,9268,CpG_End,CpG: 29,chr8,112692026,112692228,72.4,1.09,3.08,4.31,5.84,7.38,7.44,5.34,5.565,6.98,4.73,5.26,4.06,4.04,5.42,5.081666667,-0.483333333,0.57343843,0.241513205,0
SmaI_mm9_83172,chr8,112701828,-9722,0,NM_007586,Calb2,112692106,112666438,-,-35390,NM_007586,Calb2,112692106,112666438,-,N,LTR16A1,LTR,ERVL,9600,CpG_End,CpG: 29,chr8,112692026,112692228,72.4,1.09,7.08,9.78,10.36,15.43,11.58,12.69,11.15333333,10.53,10.42,7.78,8.1,5.87,5.33,8.005,-3.14833333,0.056410597,1.248639307,0
SmaI_mm9_83268,chr8,113747083,36019,0,NM_009149,Glg1,113783102,113681458,-,47761,NM_146218,Rfwd3,113824122,113794844,-,N,B4A,SINE,B4,-35192,CpG_Start,CpG: 83,chr8,113782275,113783281,60.1,0.91,96.58,98.4,98.06,98.89,98.51,98.86,98.21666667,98.23,96.78,97.56,99.38,97.11,98.55,97.935,-0.28166667,0.606114386,0.217445408,0
SmaI_mm9_83294,chr8,114060446,-94,1,NM_133206,Znrf1,114060540,114149930,+,-87762,NM_176923,Wdr59,114046007,113972684,-,Y,(CGCGG)n,Simple_repeat,Simple_repeat,343,CpG_Start,CpG: 129,chr8,114060103,114061529,61.1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_83296,chr8,114061088,548,0,NM_133206,Znrf1,114060540,114149930,+,-88404,NM_176923,Wdr59,114046007,113972684,-,Y,N,N,N,-441,CpG_End,CpG: 129,chr8,114060103,114061529,61.1,0.97,0,0,0.26,0,0,0,0.043333333,0,0,0,0,0,0.3,0.05,0.006666667,0.921733667,0.035394549,0
SmaI_mm9_83330,chr8,114433974,125,1,NM_019950,Chst5,114434099,114413035,-,1944,NM_001033321,Tmem231,114457691,114435918,-,N,N,N,N,-27,CpG_Start,CpG: 23,chr8,114434001,114434233,74.7,0.71,0,0,0,0.38,0,0,0.063333333,0.23,0.32,0.31,0.4,0.22,0.33,0.301666667,0.238333334,0.006206896,2.207125528,1
SmaI_mm9_83331,chr8,114434214,-115,1,NM_019950,Chst5,114434099,114413035,-,1704,NM_001033321,Tmem231,114457691,114435918,-,Y,N,N,N,-19,CpG_End,CpG: 23,chr8,114434001,114434233,74.7,0.71,1.1,2.77,0,0.9,0.7,0.46,0.988333333,1.09,1.25,1.47,0.59,0.54,0.36,0.883333333,-0.105,0.811788177,0.090557278,0
SmaI_mm9_83435,chr8,116159682,-17,1,NM_173015,Mon1b,116159699,116169079,+,-9397,NM_173015,Mon1b,116159699,116169079,+,Y,N,N,N,-17,CpG_End,CpG: 44,chr8,116159138,116159699,59.1,0.9,0,0,0.45,0,0,0,0.075,0,0,0,0,0.22,0.43,0.108333333,0.033333333,0.757735218,0.120482527,0
SmaI_mm9_83436,chr8,116160058,359,1,NM_173015,Mon1b,116159699,116169079,+,-9021,NM_173015,Mon1b,116159699,116169079,+,N,N,N,N,359,CpG_End,CpG: 44,chr8,116159138,116159699,59.1,0.9,1.08,1.33,1.53,0.73,1.78,1.52,1.328333333,1.06,0,0.82,0,0.51,0,0.398333333,-0.93,0.003536008,2.451486803,1
SmaI_mm9_83441,chr8,116169500,2387,0,NM_029139,Syce1l,116167113,116179433,+,421,NM_173015,Mon1b,116159699,116169079,+,N,N,N,N,9801,CpG_End,CpG: 44,chr8,116159138,116159699,59.1,0.9,39.4,41.13,48.64,41.56,44.72,36.62,42.01166667,36.47,38.72,34.51,40.37,32.78,43.11,37.66,-4.35166667,0.090150653,1.045031124,0
SmaI_mm9_83456,chr8,116372329,410,1,NM_172466,Adamts18,116372739,116222037,-,-150292,NM_172466,Adamts18,116372739,116222037,-,Y,N,N,N,240,CpG_Start,CpG: 69,chr8,116372089,116372754,70,0.85,1.12,0.91,1.6,1.74,1.19,2.55,1.518333333,1.98,1.85,0.72,0.35,0.74,1.12,1.126666667,-0.391666666,0.304376205,0.516589302,0
SmaI_mm9_83457,chr8,116372744,-5,1,NM_172466,Adamts18,116372739,116222037,-,-150707,NM_172466,Adamts18,116372739,116222037,-,Y,N,N,N,-10,CpG_End,CpG: 69,chr8,116372089,116372754,70,0.85,1.4,0.67,1.86,0.86,1.67,2.12,1.43,1.36,0.47,1.45,1.36,2.37,1.13,1.356666667,-0.073333333,0.834204412,0.078727518,0
SmaI_mm9_83474,chr8,116887356,-54630,0,NM_001007223,Clec3a,116941986,116949746,+,-10614,NM_173016,Vat1l,116729540,116897970,+,N,N,N,N,-76096,CpG_Start,CpG: 49,chr8,116963452,116963994,67.6,0.79,58.23,55.85,58.51,63.52,57.09,44.19,56.23166667,41.06,34.48,32.39,44.15,40.74,33.75,37.76166667,-18.47,0.000222626,3.652423339,0
SmaI_mm9_83475,chr8,116887680,-54306,0,NM_001007223,Clec3a,116941986,116949746,+,-10290,NM_173016,Vat1l,116729540,116897970,+,N,N,N,N,-75772,CpG_Start,CpG: 49,chr8,116963452,116963994,67.6,0.79,58.79,56.64,61.65,66.37,58.73,58.4,60.09666667,53.12,47.19,50.04,58.88,52.3,60.45,53.66333333,-6.43333334,0.028758847,1.541228529,0
SmaI_mm9_83491,chr8,117083441,119889,0,NM_019573,Wwox,116963552,117876612,+,133695,NM_001007223,Clec3a,116941986,116949746,+,N,N,N,N,37471,CpG_End,CpG: 17,chr8,117045742,117045970,60.7,0.81,74.55,77.39,72.12,76.68,69.43,78.36,74.755,70.1,68.29,72.44,67.03,69.02,80.92,71.3,-3.455,0.196249253,0.707191989,0
SmaI_mm9_83492,chr8,117083774,120222,0,NM_019573,Wwox,116963552,117876612,+,134028,NM_001007223,Clec3a,116941986,116949746,+,N,N,N,N,37804,CpG_End,CpG: 17,chr8,117045742,117045970,60.7,0.81,92.35,91.88,94.7,95.45,94.97,89.81,93.19333333,93.5,87.96,92.25,90.13,90.63,96.6,91.845,-1.34833333,0.396252327,0.402028175,0
SmaI_mm9_83545,chr8,117540081,576529,0,NM_019573,Wwox,116963552,117876612,+,-336531,NM_019573,Wwox,116963552,117876612,+,N,N,N,N,494111,CpG_End,CpG: 17,chr8,117045742,117045970,60.7,0.81,71.1,64.88,67.53,67.74,71.7,62.94,67.64833333,50.79,58,54.68,52.36,60.23,67.43,57.24833333,-10.4,0.004459561,2.350707913,0
